x,y,z,cluster,top10_probability,target,season,round,race_id,grand_prix,driver_id,driver_code,constructor_name,grid,final_position
-0.050502199316748264,-0.8176549638660742,0.4029775916740214,4,0.37226153297923603,0,2010,4,2010_04,Chinese Grand Prix,barrichello,BAR,Williams,11,12
5.3834802978184575,0.8705277170273038,1.6020531775136824,2,0.0037765785873551854,0,2010,4,2010_04,Chinese Grand Prix,bruno_senna,SEN,HRT,23,16
0.7457348098709895,-0.8466715409993018,0.7319231233448864,3,0.18994741153085,0,2010,4,2010_04,Chinese Grand Prix,buemi,BUE,Toro Rosso,13,21
6.396987725279212,0.9179715931155177,1.849182456078757,2,0.001418712433089932,0,2010,4,2010_04,Chinese Grand Prix,chandhok,CHA,HRT,24,17
5.794104202087543,0.8968088769524769,1.4473241514804795,2,0.0027655893034989353,0,2010,4,2010_04,Chinese Grand Prix,glock,GLO,Virgin,19,24
6.788839351176781,1.006460252341384,1.7268127062827427,2,0.0010119141397488263,0,2010,4,2010_04,Chinese Grand Prix,grassi,DIG,Virgin,22,19
-1.9636775298731468,0.12855306333643446,0.8725525554399087,7,0.8283064940389439,1,2010,4,2010_04,Chinese Grand Prix,hamilton,HAM,McLaren,6,2
0.7424261033974435,-0.652618018759082,0.379030940419778,3,0.1262577359558069,0,2010,4,2010_04,Chinese Grand Prix,hulkenberg,HUL,Williams,16,15
1.960617388925706,0.24062167728092154,0.9606338693333469,3,0.09295282464997967,0,2010,4,2010_04,Chinese Grand Prix,kobayashi,KOB,Sauber,15,22
6.60304211353717,0.8854198219121412,1.2486207951273651,2,0.0009540615751870352,0,2010,4,2010_04,Chinese Grand Prix,kovalainen,KOV,Lotus,21,14
-2.0091258921454744,-0.03077218160974482,0.8692612271342752,7,0.8626064636697814,1,2010,4,2010_04,Chinese Grand Prix,massa,MAS,Ferrari,7,9
2.99590599930941,-0.06052446890003926,0.9570251613494085,3,0.028222260869599964,0,2010,4,2010_04,Chinese Grand Prix,rosa,DLR,Sauber,17,20
-2.3720984831707557,0.24087267039422144,0.9772902716943943,7,0.9217384569403947,1,2010,4,2010_04,Chinese Grand Prix,webber,WEB,Red Bull,2,8
4.434828421734573,0.27595942743202206,1.0077624747721674,2,0.010165120462234533,0,2010,5,2010_05,Spanish Grand Prix,bruno_senna,SEN,HRT,21,23
0.21234679181653093,-1.1055943908978383,0.3071530250812468,4,0.2710757779134828,0,2010,5,2010_05,Spanish Grand Prix,buemi,BUE,Toro Rosso,14,20
-2.0586443848395746,-0.31103234562189974,0.7302510590834799,7,0.8377194477652956,1,2010,5,2010_05,Spanish Grand Prix,button,BUT,McLaren,5,5
5.5051664750414675,0.6446091380678376,1.1884607515752328,2,0.004205046218493784,0,2010,5,2010_05,Spanish Grand Prix,glock,GLO,Virgin,22,18
-2.1804233062016625,0.00010594272541997185,0.6062729270082818,7,0.8240289387452273,0,2010,5,2010_05,Spanish Grand Prix,hamilton,HAM,McLaren,3,14
-0.06065572996708868,-1.0382503023124345,-0.09738090124886215,4,0.2501887821905037,0,2010,5,2010_05,Spanish Grand Prix,hulkenberg,HUL,Williams,13,16
0.2882338183642501,-0.052778757844439195,0.5230083789715436,4,0.3469442830259611,0,2010,5,2010_05,Spanish Grand Prix,kobayashi,KOB,Sauber,10,12
-1.7728869824300455,-0.4464954010948132,0.5544742053904794,7,0.7702309770049406,1,2010,5,2010_05,Spanish Grand Prix,kubica,KUB,Renault,7,8
0.618765433024639,-0.7175905656063251,0.07295153297002976,3,0.25480816760614067,0,2010,5,2010_05,Spanish Grand Prix,liuzzi,LIU,Force India,16,15
-1.8821815177190881,-0.46672055780097965,0.39352206226733105,7,0.787833202014874,1,2010,5,2010_05,Spanish Grand Prix,massa,MAS,Ferrari,9,6
-1.4548532585341545,-0.20471093894166792,0.44323706411315084,7,0.7551526428492272,1,2010,5,2010_05,Spanish Grand Prix,michael_schumacher,MSC,Mercedes,6,4
0.7055447369496717,-0.5500999991010527,0.8073096447149852,3,0.24395347510357196,0,2010,5,2010_05,Spanish Grand Prix,petrov,PET,Renault,19,11
-2.0313444733635517,-0.13497715086854756,0.7821581897391097,7,0.8324668078975022,0,2010,5,2010_05,Spanish Grand Prix,rosberg,ROS,Mercedes,8,13
-0.509562811459818,-0.8454734840154545,0.3166777716486154,4,0.4635759982240766,1,2010,5,2010_05,Spanish Grand Prix,sutil,SUT,Force India,11,7
5.974308650585479,0.6600361306369402,1.1038811010725464,2,0.0025307054854818156,0,2010,5,2010_05,Spanish Grand Prix,trulli,TRU,Lotus,18,17
-2.4638396853815516,0.14814814175208468,0.7727713825260085,7,0.9133750749725297,1,2010,5,2010_05,Spanish Grand Prix,webber,WEB,Red Bull,1,1
4.666705035503774,0.25994561575110575,1.0273401410238094,2,0.009452198473545297,0,2010,6,2010_06,Monaco Grand Prix,bruno_senna,SEN,HRT,22,17
-1.930163039228004,-0.37482897079574595,0.8007637994514725,7,0.811872863150438,0,2010,6,2010_06,Monaco Grand Prix,button,BUT,McLaren,8,23
6.179328278978181,0.710361305105299,1.4006646884961713,2,0.0019251553112920082,0,2010,6,2010_06,Monaco Grand Prix,grassi,DIG,Virgin,21,20
-2.202396215016009,-0.24908880421482738,0.7578205281592407,7,0.8382448648581737,1,2010,6,2010_06,Monaco Grand Prix,hamilton,HAM,McLaren,5,5
6.190478214886217,0.7413869950008638,0.9234650438158465,2,0.0017280737110428128,0,2010,6,2010_06,Monaco Grand Prix,kovalainen,KOV,Lotus,18,16
-2.1193724933773854,0.0010772895352446632,0.7711165561337594,7,0.8578177979833591,1,2010,6,2010_06,Monaco Grand Prix,kubica,KUB,Renault,2,3
0.8213692872772738,-0.4401133618421249,1.0403940779827006,3,0.23327965910068107,0,2010,6,2010_06,Monaco Grand Prix,petrov,PET,Renault,14,13
5.8261358913183985,0.6411208785273437,1.1086044982876953,2,0.0028732705464283217,0,2010,6,2010_06,Monaco Grand Prix,trulli,TRU,Lotus,19,15
-2.1967653384771824,0.11992916775454399,1.1094414305378009,7,0.8665985897753701,1,2010,6,2010_06,Monaco Grand Prix,vettel,VET,Red Bull,3,2
-2.5663020485656003,0.3263136723197886,1.0361536023336788,7,0.9319306171015294,1,2010,6,2010_06,Monaco Grand Prix,webber,WEB,Red Bull,1,1
-1.7544629301631585,-0.4966472065090024,0.9688615166887686,7,0.8000931586328903,1,2010,7,2010_07,Turkish Grand Prix,alonso,ALO,Ferrari,12,8
1.035530006925799,-1.1275836675505,0.4485777818964733,3,0.17599003146944497,0,2010,7,2010_07,Turkish Grand Prix,barrichello,BAR,Williams,15,14
1.2241938791566604,-0.9871570729351551,0.7278779125669981,3,0.15549838063116644,0,2010,7,2010_07,Turkish Grand Prix,buemi,BUE,Toro Rosso,14,16
-2.323709683329037,-0.12580765728026488,0.9681523272213297,7,0.8848604480420473,1,2010,7,2010_07,Turkish Grand Prix,hamilton,HAM,McLaren,2,1
7.257802011678665,1.0346255853834334,1.2466722992505783,2,0.000735830465143389,0,2010,7,2010_07,Turkish Grand Prix,kovalainen,KOV,Lotus,20,23
-1.6320146084559564,-0.5851303450671135,0.859670661016622,7,0.7803133071929906,1,2010,7,2010_07,Turkish Grand Prix,kubica,KUB,Renault,7,6
2.091364175302372,-0.7170291326887634,0.3824148070718754,3,0.09442910549538527,0,2010,7,2010_07,Turkish Grand Prix,liuzzi,LIU,Force India,18,13
-1.9578666658441364,-0.4643439076690876,0.782625394777118,7,0.8552457894887966,1,2010,7,2010_07,Turkish Grand Prix,massa,MAS,Ferrari,8,7
-0.18377299279936588,-1.0440603702178917,0.7515529074893308,4,0.40823771209801746,1,2010,7,2010_07,Turkish Grand Prix,sutil,SUT,Force India,11,9
6.547635257635458,0.6521694429541767,1.1936699719576418,2,0.0017580153716131584,0,2010,7,2010_07,Turkish Grand Prix,trulli,TRU,Lotus,19,24
1.0701708809262693,-1.121699504192832,0.5032345054824869,3,0.13357521396100067,0,2010,8,2010_08,Canadian Grand Prix,alguersuari,ALG,Toro Rosso,16,12
-2.400943085954175,0.21742443037098225,1.0951087842843106,7,0.9057428735996961,1,2010,8,2010_08,Canadian Grand Prix,alonso,ALO,Ferrari,3,3
0.7422778850835519,-0.9155079360467486,0.463766504092267,3,0.23106798702562434,0,2010,8,2010_08,Canadian Grand Prix,barrichello,BAR,Williams,11,14
0.9967541175921495,-1.0785151341650465,0.6088194610180491,3,0.16774931786727496,1,2010,8,2010_08,Canadian Grand Prix,buemi,BUE,Toro Rosso,15,8
-2.0651451488802697,-0.09254806331419196,0.9648113493874997,7,0.8540189533001925,1,2010,8,2010_08,Canadian Grand Prix,button,BUT,McLaren,4,2
6.940709691248804,0.685175030033697,1.5587241058784163,2,0.0014562625354839196,0,2010,8,2010_08,Canadian Grand Prix,chandhok,CHA,HRT,24,18
6.099357374135258,0.720982252970011,1.1970219098168364,2,0.0024388207636134845,0,2010,8,2010_08,Canadian Grand Prix,glock,GLO,Virgin,21,20
-2.5135942668736524,0.23683834724462338,1.094291393624578,7,0.9101048471475321,1,2010,8,2010_08,Canadian Grand Prix,hamilton,HAM,McLaren,1,1
0.5710708926049815,-0.7392630205414568,0.30287848511826426,3,0.16531860702663143,0,2010,8,2010_08,Canadian Grand Prix,hulkenberg,HUL,Williams,12,13
1.542132715859057,-0.7975374673096858,0.43735010935829916,3,0.1279543407025059,0,2010,8,2010_08,Canadian Grand Prix,kobayashi,KOB,Sauber,18,24
6.922811970639936,0.9245330834481815,1.1845282226151692,2,0.0010625599921052899,0,2010,8,2010_08,Canadian Grand Prix,kovalainen,KOV,Lotus,19,16
-1.577935299569178,-0.48467452606039085,0.741488344274206,7,0.7781757712931464,1,2010,8,2010_08,Canadian Grand Prix,kubica,KUB,Renault,8,7
-0.9351062608667735,-0.22550850208542972,0.5256296729615226,4,0.7843455088566708,1,2010,8,2010_08,Canadian Grand Prix,liuzzi,LIU,Force India,5,9
0.8562442760196984,-0.7517814023062546,0.823363202524013,3,0.17866921695784752,0,2010,8,2010_08,Canadian Grand Prix,petrov,PET,Renault,14,17
-1.0477793562899904,-0.6734525995229173,0.6381062063511505,4,0.6732189461081316,1,2010,8,2010_08,Canadian Grand Prix,sutil,SUT,Force India,9,10
6.304436241839186,0.5129349330192281,1.0244376415554717,2,0.0021224006076681844,0,2010,8,2010_08,Canadian Grand Prix,trulli,TRU,Lotus,20,21
-2.456753670675348,0.06402660230025425,1.0354203403427602,7,0.9290313402951338,1,2010,8,2010_08,Canadian Grand Prix,webber,WEB,Red Bull,7,5
-1.889460871871901,-0.23011812512450258,1.0892579208763213,7,0.8185375652139792,1,2010,9,2010_09,European Grand Prix,alonso,ALO,Ferrari,4,8
-0.6266928217128555,-1.1032993266804432,0.2193856540205244,4,0.5908500147220191,1,2010,9,2010_09,European Grand Prix,barrichello,BAR,Williams,9,4
4.688740405693585,0.4672546136589011,1.1328748095987435,2,0.012403324533260419,0,2010,9,2010_09,European Grand Prix,bruno_senna,SEN,HRT,24,20
-1.6198055169448577,-0.8034025825350444,0.779174306241214,7,0.7951185275642442,1,2010,9,2010_09,European Grand Prix,button,BUT,McLaren,7,3
5.644256251012417,0.6766455774664295,1.1647266532610896,2,0.003472935802474481,0,2010,9,2010_09,European Grand Prix,glock,GLO,Virgin,22,19
6.06770338022797,0.7106894437609124,1.0800607596543201,2,0.0023113550522478724,0,2010,9,2010_09,European Grand Prix,grassi,DIG,Virgin,21,17
0.5918856357390123,-0.756596908993288,0.43166569248211845,4,0.32289659903743073,1,2010,9,2010_09,European Grand Prix,kobayashi,KOB,Sauber,18,7
6.264839839418866,0.8064605872831674,0.7431053381761055,2,0.0018323876137165257,0,2010,9,2010_09,European Grand Prix,kovalainen,KOV,Lotus,20,23
-1.6844137574408884,-0.8321403178269242,0.6656824533018495,7,0.7757178918112049,1,2010,9,2010_09,European Grand Prix,kubica,KUB,Renault,6,5
-0.25121183213837495,-0.9564372274172002,0.56317827632468,4,0.4130716487534298,0,2010,9,2010_09,European Grand Prix,petrov,PET,Renault,10,14
1.8109984824440049,-0.3373977664098111,0.4623467438549302,3,0.11110865117318511,0,2010,9,2010_09,European Grand Prix,rosa,DLR,Sauber,16,12
5.510790941174564,0.5409933922684025,0.6332984916382314,2,0.004898277513243059,0,2010,9,2010_09,European Grand Prix,trulli,TRU,Lotus,19,21
-1.902059712699778,-0.43267514252418215,1.121655264449306,7,0.8368724761402734,1,2010,9,2010_09,European Grand Prix,vettel,VET,Red Bull,1,1
-2.162393698407471,-0.18629600933275192,0.7947283615924368,7,0.8478453621686259,0,2010,10,2010_10,British Grand Prix,alonso,ALO,Ferrari,3,14
-1.0912663117997994,-1.2200765189922957,0.19382849741552127,4,0.6112244618769304,1,2010,10,2010_10,British Grand Prix,barrichello,BAR,Williams,8,5
0.15949279895227497,-1.4611055706381029,0.38549209890794517,4,0.26379807348140066,0,2010,10,2010_10,British Grand Prix,buemi,BUE,Toro Rosso,16,12
-1.6706712803114623,-1.4390640389586173,0.3275893305691567,7,0.7109585835116784,1,2010,10,2010_10,British Grand Prix,button,BUT,McLaren,14,4
5.366603711754652,0.010532497820927134,1.5089245697979026,2,0.0053723842068810574,0,2010,10,2010_10,British Grand Prix,chandhok,CHA,HRT,23,19
5.07177701461352,0.17611148429956014,1.44785422685806,2,0.005259059358348648,0,2010,10,2010_10,British Grand Prix,glock,GLO,Virgin,19,18
5.75258962173447,0.370613565417647,1.4216731961640046,2,0.003063444050356594,0,2010,10,2010_10,British Grand Prix,grassi,DIG,Virgin,22,24
-2.1736295773456398,-0.37125275059107277,0.7797338863680139,7,0.8222771331279765,1,2010,10,2010_10,British Grand Prix,hamilton,HAM,McLaren,4,2
-0.7747837946988912,-1.3059556470077696,0.256339586350599,4,0.5103938185590257,1,2010,10,2010_10,British Grand Prix,kobayashi,KOB,Sauber,12,6
-1.670301673325106,-0.9516504866780795,0.41175995637030455,7,0.7238138436214382,0,2010,10,2010_10,British Grand Prix,kubica,KUB,Renault,6,23
-1.807675276740554,-0.8904575118972005,0.3185526919349713,7,0.7671680476694879,0,2010,10,2010_10,British Grand Prix,massa,MAS,Ferrari,7,15
0.2690047708215193,-1.0148192929745046,0.5884752078313662,4,0.2564852105370742,0,2010,10,2010_10,British Grand Prix,petrov,PET,Renault,15,13
-1.8802895538610487,-0.7633959089616185,0.6171790339891638,7,0.787436568242945,1,2010,10,2010_10,British Grand Prix,rosberg,ROS,Mercedes,5,3
5.563628721027069,0.20188658017973493,1.1477998812429244,2,0.004144086935893591,0,2010,10,2010_10,British Grand Prix,trulli,TRU,Lotus,21,16
-2.1018265513052814,-0.7711970944067084,0.76541775080501,7,0.8885071142910473,1,2010,10,2010_10,British Grand Prix,webber,WEB,Red Bull,2,1
1.3530868621200933,-0.9019202237583943,0.5249352998767285,3,0.11291826446703998,0,2010,11,2010_11,German Grand Prix,alguersuari,ALG,Toro Rosso,15,15
-2.404995962528613,0.4023938165971441,0.8021863502331541,7,0.8971878946776345,1,2010,11,2010_11,German Grand Prix,alonso,ALO,Ferrari,2,1
-0.6690774083506053,-0.7602884794723741,0.1065137847424758,4,0.5502510379431753,0,2010,11,2010_11,German Grand Prix,barrichello,BAR,Williams,8,12
1.0202228312500083,-1.0941766451194794,0.5213747115545742,3,0.1320519454081235,0,2010,11,2010_11,German Grand Prix,buemi,BUE,Toro Rosso,16,24
6.151299418009883,0.49648823549057,1.3448101944088042,2,0.0019168986969416697,0,2010,11,2010_11,German Grand Prix,glock,GLO,Virgin,23,18
-0.1542012937769588,-0.6512759226159173,0.20368531521601319,4,0.31875489751751457,0,2010,11,2010_11,German Grand Prix,hulkenberg,HUL,Williams,10,13
6.661052078138944,0.6290511575404287,1.1124726232738096,2,0.001308514234855287,0,2010,11,2010_11,German Grand Prix,kovalainen,KOV,Lotus,18,20
-0.9128380061942534,-0.8402577876287052,0.4985382144930535,4,0.6223788056510077,1,2010,11,2010_11,German Grand Prix,michael_schumacher,MSC,Mercedes,11,9
-1.78085192788184,-0.3260435153000767,0.7492563507937136,7,0.805264945780708,1,2010,11,2010_11,German Grand Prix,rosberg,ROS,Mercedes,9,8
0.15137402922357568,-1.0984413007070897,0.5412432251917869,4,0.2797749209188775,0,2010,11,2010_11,German Grand Prix,sutil,SUT,Force India,19,17
-2.2537006807582323,-0.07075907290315486,0.9792590361761597,7,0.9250463243323702,1,2010,11,2010_11,German Grand Prix,webber,WEB,Red Bull,4,6
0.5350203298691318,-1.1374569974635536,0.49937482787800064,3,0.19838145682560449,0,2010,12,2010_12,Hungarian Grand Prix,alguersuari,ALG,Toro Rosso,17,24
-2.498064283893929,-0.0038022938071109458,0.8363465158178116,7,0.8811557590441187,1,2010,12,2010_12,Hungarian Grand Prix,alonso,ALO,Ferrari,3,2
5.062542128764448,0.3111680516850215,1.1775716386606385,2,0.0039323425618962,0,2010,12,2010_12,Hungarian Grand Prix,glock,GLO,Virgin,18,16
-2.3625971821814993,-0.02719724579683458,0.8861834451028789,7,0.843432373245477,0,2010,12,2010_12,Hungarian Grand Prix,hamilton,HAM,McLaren,5,20
-0.233544476409427,-1.03029920955693,0.32724424376700684,4,0.3284988536961918,1,2010,12,2010_12,Hungarian Grand Prix,kobayashi,KOB,Sauber,23,9
0.28444248127653515,-0.9646126819902572,0.3915754668110863,4,0.25754414911622053,0,2010,12,2010_12,Hungarian Grand Prix,liuzzi,LIU,Force India,16,13
-0.880437577365773,-1.1812925515784363,0.41561518844883477,4,0.46509265022223245,0,2010,12,2010_12,Hungarian Grand Prix,michael_schumacher,MSC,Mercedes,14,11
-0.9369301241011699,-0.29641321030309586,0.7679523451779142,4,0.5754515538989756,1,2010,12,2010_12,Hungarian Grand Prix,petrov,PET,Renault,7,5
-0.4505102215448069,-0.8146975859786374,0.6368659128512855,4,0.4405606142479223,1,2010,12,2010_12,Hungarian Grand Prix,rosa,DLR,Sauber,9,7
-0.1790122992491303,-1.153430912020899,0.46423963913596916,4,0.2958244550028893,0,2010,12,2010_12,Hungarian Grand Prix,sutil,SUT,Force India,13,23
5.901224211410339,0.6290287550968925,1.0276765515151043,2,0.002205617971318624,0,2010,12,2010_12,Hungarian Grand Prix,trulli,TRU,Lotus,20,15
0.15184540434026217,-0.7581837422275806,0.453268102815588,4,0.2957785108741284,0,2010,13,2010_13,Belgian Grand Prix,alguersuari,ALG,Toro Rosso,11,13
-1.7048895074429595,-0.34107699775683775,0.5655007388188915,7,0.720574538335172,0,2010,13,2010_13,Belgian Grand Prix,alonso,ALO,Ferrari,10,21
-1.7496634669510422,-0.3117926388471062,0.586476920678412,7,0.7937770391744404,0,2010,13,2010_13,Belgian Grand Prix,button,BUT,McLaren,5,22
3.921202722911871,0.08239233977952987,1.3574727252125915,2,0.01589126704219919,0,2010,13,2010_13,Belgian Grand Prix,glock,GLO,Virgin,20,18
8.01106077787766,1.7440759109924366,1.6943885679361699,2,0.0005620423203712157,0,2010,13,2010_13,Belgian Grand Prix,grassi,DIG,Virgin,22,17
-1.9321219554598041,-0.24186527523764867,0.6571503080994792,7,0.8118945354584356,1,2010,13,2010_13,Belgian Grand Prix,hamilton,HAM,McLaren,2,1
0.3001049701551082,-0.35358918187352306,0.2861444781600498,4,0.2864442116545332,1,2010,13,2010_13,Belgian Grand Prix,kobayashi,KOB,Sauber,17,8
4.018434690473929,0.05221794887943476,0.9104874087534074,2,0.013280585177972055,0,2010,13,2010_13,Belgian Grand Prix,kovalainen,KOV,Lotus,13,16
-1.5201387477346489,-0.4134818153596338,0.6969001794987224,7,0.7986125251853559,1,2010,13,2010_13,Belgian Grand Prix,kubica,KUB,Renault,3,3
-0.8452265036179963,-0.7097223734414222,0.11597553478629857,4,0.6325756032050838,1,2010,13,2010_13,Belgian Grand Prix,liuzzi,LIU,Force India,12,10
-1.7099285004136682,-0.26536352759552106,0.45715880715303964,7,0.7740844403634273,1,2010,13,2010_13,Belgian Grand Prix,massa,MAS,Ferrari,6,4
0.39196032361465916,-0.6038672740190401,0.7604561601652342,4,0.26057564092940216,1,2010,13,2010_13,Belgian Grand Prix,petrov,PET,Renault,23,9
2.7028999410949055,0.05657737468593327,0.5875527506268188,3,0.04962411382095833,0,2010,13,2010_13,Belgian Grand Prix,rosa,DLR,Sauber,24,11
-1.4563941933477311,-0.7055448875574688,0.43641051049757534,7,0.7214136712695617,1,2010,13,2010_13,Belgian Grand Prix,rosberg,ROS,Mercedes,14,6
-1.2609247047575756,-0.6045157805790313,0.8211799230729944,7,0.7565514357835547,1,2010,13,2010_13,Belgian Grand Prix,sutil,SUT,Force India,8,5
-2.0096381416456137,-0.14622135694132377,0.8868255542419774,7,0.8892279273149183,1,2010,13,2010_13,Belgian Grand Prix,webber,WEB,Red Bull,1,2
6.517851369607662,1.0268452266858183,1.5647060765983487,2,0.0013945489891338007,0,2010,13,2010_13,Belgian Grand Prix,yamamoto,YAM,HRT,19,20
1.2225985723701096,-0.868607694918007,0.6479366464467615,3,0.11514291350260522,0,2010,14,2010_14,Italian Grand Prix,alguersuari,ALG,Toro Rosso,15,15
-2.5819342472364997,0.3354334659489626,1.0592945424227638,7,0.9202558878624777,1,2010,14,2010_14,Italian Grand Prix,alonso,ALO,Ferrari,1,1
-1.0027118617783,-1.024047968991471,0.30670689462986217,4,0.6096502054062167,1,2010,14,2010_14,Italian Grand Prix,barrichello,BAR,Williams,10,10
