race_id,driver_id,races_with_lap_data_previous_3,avg_lap_time_previous_3_races,best_lap_time_previous_3_races,lap_time_std_previous_3_races,avg_race_pace_rank_previous_3_races,avg_completed_laps_previous_3_races
2018_13,kevin_magnussen,3,84.201,77.697,6.809861134169086,9.333333333333334,62.666666666666664
2018_13,gasly,3,84.304,77.762,6.672851614315028,9.333333333333334,62.666666666666664
2018_13,ericsson,3,85.03033333333333,77.745,6.574043166541845,14.333333333333334,55.333333333333336
2018_13,sainz,3,84.93533333333333,77.43,7.175091977730243,12.333333333333334,57.666666666666664
2018_13,sirotkin,3,85.754,78.934,6.565172554218717,18.666666666666668,57.0
2018_13,stroll,3,85.13000000000001,78.861,6.371064327619574,15.333333333333334,57.666666666666664
2018_13,brendon_hartley,3,,,2.4654999999999987,10.0,45.666666666666664
2018_13,vandoorne,3,84.72166666666668,77.537,6.640318533189669,11.333333333333334,56.0
2018_13,ricciardo,3,83.28766666666667,78.262,5.9132465044358,8.0,49.666666666666664
2018_13,raikkonen,3,82.359,75.99,6.218326302149158,3.0,63.0
2018_13,leclerc,3,,77.852,8.6785,16.5,42.0
2018_13,alonso,3,84.43766666666667,77.741,6.637189381725436,10.0,62.0
2018_13,hulkenberg,3,84.192,77.91,6.65666718410948,9.333333333333334,62.666666666666664
2018_14,hamilton,3,87.791,75.545,13.57676043833727,2.6666666666666665,60.333333333333336
2018_14,raikkonen,3,90.20066666666666,75.99,17.145135001574708,8.0,48.333333333333336
2018_14,bottas,3,87.91433333333333,75.721,13.22078309161585,3.6666666666666665,60.333333333333336
2018_14,vettel,3,87.99666666666667,77.28999999999999,13.233920289249982,3.3333333333333335,55.0
2018_14,max_verstappen,3,88.92766666666667,75.852,13.166413693772327,8.666666666666666,38.666666666666664
2018_14,ocon,3,89.63166666666666,77.941,13.198206098641673,12.333333333333334,60.0
2018_14,perez,3,89.73666666666666,77.867,13.15643346639033,12.666666666666666,60.0
2018_14,sainz,3,89.62466666666667,77.43,13.642656763092573,10.0,59.666666666666664
2018_14,stroll,3,90.26933333333334,78.861,13.536662176803,15.666666666666666,54.666666666666664
2018_14,sirotkin,3,90.585,78.934,13.245448450945958,17.333333333333332,54.0
2018_14,leclerc,3,,77.852,0.0,14.0,66.0
2018_14,vandoorne,3,89.85666666666667,77.537,13.693339021420435,12.0,53.0
2018_14,hulkenberg,3,,77.91,1.6754999999999995,10.5,68.0
2018_14,gasly,3,89.34499999999998,77.762,13.700785111323604,9.666666666666666,60.0
2018_14,ericsson,3,90.03666666666668,77.745,13.412716213437987,13.333333333333334,59.333333333333336
2018_14,kevin_magnussen,3,88.97866666666665,77.697,13.486111580272334,7.0,60.0
2018_14,ricciardo,3,89.17199999999998,78.262,14.209604732949701,11.333333333333334,41.666666666666664
2018_14,alonso,3,,77.741,2.174500000000002,10.0,67.0
2018_14,brendon_hartley,3,89.68299999999999,77.681,13.636059719239526,10.666666666666666,59.666666666666664
2018_14,grosjean,3,89.20166666666667,76.71600000000001,13.705132526012125,7.666666666666667,60.0
2018_15,hamilton,3,90.10833333333333,81.107,11.760627685440756,2.6666666666666665,55.666666666666664
2018_15,max_verstappen,3,91.51333333333332,83.60900000000001,10.913622812287807,9.666666666666666,34.0
2018_15,vettel,3,89.735,80.056,11.998197392386357,2.0,55.666666666666664
2018_15,bottas,3,90.30966666666666,81.736,11.307084219884256,4.0,55.666666666666664
2018_15,raikkonen,3,92.709,80.292,15.3378273776525,8.0,43.666666666666664
2018_15,ricciardo,3,91.64866666666667,80.012,12.654633758254539,11.333333333333334,40.333333333333336
2018_15,alonso,3,,82.09,1.569499999999998,13.0,39.0
2018_15,sainz,3,91.65766666666667,82.774,12.033484403483843,9.333333333333334,55.0
2018_15,leclerc,3,,,0.0,8.0,52.0
2018_15,hulkenberg,3,,81.261,1.7554999999999978,10.5,60.5
2018_15,ericsson,3,92.37733333333334,83.67099999999999,11.546298464106249,14.333333333333334,54.333333333333336
2018_15,vandoorne,3,92.17900000000002,83.077,11.877426180223841,13.666666666666666,48.0
2018_15,gasly,3,91.444,81.685,12.161319034819643,8.666666666666666,55.333333333333336
2018_15,stroll,3,92.00099999999999,82.66,12.236327090539334,12.333333333333334,54.333333333333336
2018_15,grosjean,3,,82.606,12.838500000000003,9.0,55.333333333333336
2018_15,perez,3,91.84066666666668,83.263,11.489030255953814,11.333333333333334,55.333333333333336
2018_15,brendon_hartley,3,92.79233333333333,82.612,11.429855418547032,14.0,56.0
2018_15,kevin_magnussen,3,91.00233333333331,81.30199999999999,12.016862883280128,6.0,55.0
2018_15,sirotkin,3,92.467,83.708,11.775881651352762,15.333333333333334,54.333333333333336
2018_15,ocon,3,91.73233333333333,82.876,11.571597018370264,10.666666666666666,55.333333333333336
2018_16,hamilton,3,97.37700000000001,82.497,10.635977184380694,2.0,52.666666666666664
2018_16,bottas,3,97.971,82.907,10.671024974199996,4.0,52.666666666666664
