race_id,driver_id,races_count_previous_5,top10_finishes_previous_5,top10_rate_previous_5,points_previous_5,avg_points_previous_5,points_finishes_previous_5,avg_finish_position_previous_5,avg_grid_position_previous_5,best_finish_previous_5,worst_finish_previous_5,avg_laps_completed_previous_5,dnf_previous_5
2020_02,raikkonen,5,1,0.2,12.0,2.4,1,12.2,15.0,4,19,58.2,2
2020_02,kevin_magnussen,5,0,0.0,0.0,0.0,0,15.0,13.6,11,18,54.0,2
2020_02,grosjean,5,0,0.0,0.0,0.0,0,15.2,14.0,13,17,59.6,1
2020_02,giovinazzi,5,2,0.4,12.0,2.4,2,11.6,15.4,5,16,64.2,0
2020_02,gasly,5,3,0.6,26.0,5.2,3,10.4,9.8,2,18,63.8,1
2020_02,russell,5,0,0.0,0.0,0.0,0,15.4,18.0,12,17,59.4,1
2020_02,latifi,1,0,0.0,0.0,0.0,0,11.0,20.0,11,11,71.0,0
2020_02,ocon,5,1,0.2,4.0,0.8,1,14.0,11.6,8,19,62.0,1
2020_02,leclerc,5,4,0.8,59.0,11.8,4,6.2,5.8,2,18,63.6,1
2020_02,vettel,5,3,0.6,29.0,5.8,3,10.8,4.2,2,20,53.8,2
2020_03,hamilton,5,5,1.0,87.0,17.4,5,3.0,3.0,1,7,64.8,0
2020_03,max_verstappen,5,4,0.8,73.0,14.6,4,5.8,2.0,1,20,52.8,1
2020_03,bottas,5,4,0.8,80.0,16.0,4,5.6,6.0,1,20,60.8,1
2020_03,stroll,5,1,0.2,6.0,1.2,1,15.4,12.8,7,20,51.2,3
2020_03,albon,5,3,0.6,30.0,6.0,3,8.4,5.2,4,14,64.0,1
2020_03,vettel,5,2,0.4,11.0,2.2,2,14.4,5.8,5,20,39.8,3
2020_03,perez,5,5,1.0,25.0,5.0,5,7.6,9.6,6,10,64.4,0
2020_03,ricciardo,5,3,0.6,20.0,4.0,3,10.0,9.0,6,19,53.8,1
2020_03,sainz,5,5,1.0,33.0,6.6,5,7.0,9.2,3,10,64.2,0
2020_03,kevin_magnussen,5,0,0.0,0.0,0.0,0,14.4,13.2,11,18,54.2,2
2020_03,leclerc,5,3,0.6,46.0,9.2,3,9.2,8.4,2,19,50.2,2
2020_03,kvyat,5,3,0.6,4.0,0.8,3,10.6,13.6,9,12,63.8,1
2020_03,norris,5,5,1.0,40.0,8.0,5,6.2,7.2,3,8,64.6,0
2020_03,ocon,5,1,0.2,4.0,0.8,1,13.8,11.4,8,18,55.8,2
2020_03,raikkonen,5,1,0.2,12.0,2.4,1,10.6,15.4,4,14,60.6,1
2020_03,grosjean,5,0,0.0,0.0,0.0,0,14.4,10.4,13,16,59.8,1
2020_03,giovinazzi,5,2,0.4,12.0,2.4,2,11.6,16.2,5,16,64.2,0
2020_03,russell,5,0,0.0,0.0,0.0,0,15.4,16.4,12,17,59.4,1
2020_03,latifi,2,0,0.0,0.0,0.0,0,14.0,19.0,11,17,70.0,0
2020_03,gasly,5,2,0.4,24.0,4.8,2,11.6,9.2,2,18,63.8,1
2020_04,hamilton,5,5,1.0,95.0,19.0,5,2.8,2.2,1,7,67.6,0
2020_04,max_verstappen,5,4,0.8,76.0,15.2,4,5.6,2.8,1,20,55.6,1
2020_04,leclerc,5,2,0.4,33.0,6.6,2,10.6,8.8,2,19,52.8,2
2020_04,ricciardo,5,3,0.6,16.0,3.2,3,10.4,9.4,6,19,56.4,1
2020_04,norris,5,4,0.8,34.0,6.8,4,7.4,7.2,3,13,67.2,0
2020_04,ocon,5,1,0.2,4.0,0.8,1,14.4,12.0,8,18,55.8,2
2020_04,gasly,5,2,0.4,24.0,4.8,2,12.4,9.2,2,20,56.0,1
2020_04,albon,5,3,0.6,30.0,6.0,3,8.4,6.6,4,14,66.8,1
2020_04,stroll,5,2,0.4,18.0,3.6,2,13.6,10.6,4,20,54.2,3
2020_04,vettel,5,3,0.6,19.0,3.8,3,11.6,6.4,5,20,52.2,2
2020_04,bottas,5,4,0.8,70.0,14.0,4,6.0,6.2,1,20,63.6,1
2020_04,russell,5,0,0.0,0.0,0.0,0,15.6,15.2,12,18,62.4,1
2020_04,sainz,5,5,1.0,31.0,6.2,5,7.2,9.6,3,10,67.0,0
2020_04,giovinazzi,5,2,0.4,12.0,2.4,2,12.2,16.8,5,17,67.0,0
2020_04,latifi,3,0,0.0,0.0,0.0,0,15.666666666666666,17.666666666666668,11,19,68.33333333333333,0
2020_04,grosjean,5,0,0.0,0.0,0.0,0,14.6,7.4,13,16,62.6,1
2020_04,raikkonen,5,1,0.2,12.0,2.4,1,11.4,16.0,4,15,63.4,1
2020_04,kvyat,5,3,0.6,4.0,0.8,3,10.6,14.4,9,12,66.6,1
2020_04,kevin_magnussen,5,1,0.2,1.0,0.2,1,12.8,10.8,10,17,57.6,1
2020_04,hulkenberg,5,2,0.4,3.0,0.6,2,13.2,12.0,9,20,60.2,0
2020_05,max_verstappen,5,4,0.8,70.0,14.0,4,5.8,3.2,2,20,51.8,1
2020_05,hamilton,5,5,1.0,114.0,22.8,5,1.6,1.8,1,4,63.8,0
2020_05,bottas,5,4,0.8,70.0,14.0,4,4.2,5.8,1,11,63.8,0
2020_05,leclerc,5,3,0.6,48.0,9.6,3,7.6,6.8,2,19,50.2,1
2020_05,albon,5,4,0.8,34.0,6.8,4,7.2,8.0,4,13,63.0,1
2020_05,stroll,5,3,0.6,20.0,4.0,3,11.6,8.4,4,20,51.6,2
2020_05,hulkenberg,5,2,0.4,3.0,0.6,2,13.2,11.6,9,20,50.0,1
2020_05,ocon,5,2,0.4,12.0,2.4,2,12.6,10.2,6,18,52.2,2
2020_05,norris,5,4,0.8,40.0,8.0,4,6.8,6.2,3,13,63.4,0
2020_05,kvyat,5,2,0.4,3.0,0.6,2,12.2,15.0,9,18,54.6,2
2020_05,gasly,5,2,0.4,12.0,2.4,2,13.4,10.2,7,20,52.2,1
2020_05,vettel,5,4,0.8,20.0,4.0,4,10.2,8.0,5,20,49.6,1
2020_05,sainz,5,4,0.8,16.0,3.2,4,9.2,7.0,5,13,63.2,0
2020_05,ricciardo,5,3,0.6,20.0,4.0,3,10.0,8.8,4,19,52.6,1
2020_05,raikkonen,5,0,0.0,0.0,0.0,0,14.0,17.6,11,17,59.4,1
2020_05,grosjean,5,0,0.0,0.0,0.0,0,15.2,9.4,13,16,58.8,1
2020_05,giovinazzi,5,1,0.2,2.0,0.4,1,14.0,17.4,9,17,63.2,0
2020_05,russell,5,0,0.0,0.0,0.0,0,15.6,15.6,12,18,58.6,1
2020_05,latifi,4,0,0.0,0.0,0.0,0,15.5,17.75,11,19,64.25,0
2020_05,kevin_magnussen,5,1,0.2,1.0,0.2,1,14.4,11.8,10,19,43.6,2
2020_06,hamilton,5,5,1.0,107.0,21.4,5,1.8,2.0,1,4,63.2,0
2020_06,max_verstappen,5,4,0.8,77.0,15.4,4,5.6,3.6,1,20,51.2,1
2020_06,bottas,5,4,0.8,73.0,14.6,4,4.0,2.0,1,11,63.2,0
2020_06,stroll,5,4,0.8,28.0,5.6,4,8.8,7.2,4,18,53.0,1
2020_06,perez,5,5,1.0,30.0,6.0,5,7.0,10.4,6,9,67.2,0
2020_06,sainz,5,3,0.6,15.0,3.0,3,9.8,7.8,5,13,62.8,0
2020_06,vettel,5,3,0.6,10.0,2.0,3,11.6,9.4,6,20,49.0,1
2020_06,albon,5,4,0.8,36.0,7.2,4,7.0,8.8,4,13,62.4,1
2020_06,gasly,5,2,0.4,12.0,2.4,2,12.0,9.4,7,20,52.0,1
2020_06,norris,5,4,0.8,38.0,7.6,4,7.0,7.0,3,13,63.0,0
2020_06,ricciardo,5,3,0.6,20.0,4.0,3,10.6,8.4,4,19,52.0,1
2020_06,kvyat,5,2,0.4,2.0,0.4,2,12.4,15.6,10,18,54.2,2
2020_06,ocon,5,3,0.6,16.0,3.2,3,10.8,11.2,6,18,53.8,1
2020_06,raikkonen,5,0,0.0,0.0,0.0,0,14.4,18.2,11,17,58.8,1
2020_06,kevin_magnussen,5,1,0.2,1.0,0.2,1,15.6,12.4,10,20,41.4,3
2020_06,giovinazzi,5,1,0.2,2.0,0.4,1,14.2,18.0,9,17,62.6,0
2020_06,russell,5,0,0.0,0.0,0.0,0,15.8,15.0,12,18,58.0,1
2020_06,latifi,5,0,0.0,0.0,0.0,0,16.2,17.8,11,19,61.6,0
2020_06,grosjean,5,0,0.0,0.0,0.0,0,15.4,9.0,13,16,58.2,1
2020_06,leclerc,5,3,0.6,45.0,9.0,3,7.8,7.8,2,19,49.6,1
2020_07,hamilton,5,5,1.0,120.0,24.0,5,1.2,1.2,1,2,62.2,0
2020_07,bottas,5,4,0.8,64.0,12.8,4,4.4,2.2,2,11,62.2,0
2020_07,max_verstappen,5,5,1.0,95.0,19.0,5,2.0,3.8,1,3,62.2,0
2020_07,ricciardo,5,3,0.6,20.0,4.0,3,9.0,9.0,4,14,61.6,0
2020_07,ocon,5,2,0.4,12.0,2.4,2,11.8,11.4,6,18,52.6,1
2020_07,albon,5,5,1.0,40.0,8.0,5,6.0,9.2,4,8,62.0,0
2020_07,norris,5,4,0.8,23.0,4.6,4,8.4,8.0,5,13,61.8,0
2020_07,gasly,5,2,0.4,8.0,1.6,2,12.4,9.0,7,20,50.8,1
2020_07,stroll,5,5,1.0,40.0,8.0,5,6.0,6.4,4,9,62.0,0
2020_07,perez,5,5,1.0,38.0,7.6,5,6.2,8.2,5,7,66.0,0
2020_07,kvyat,5,2,0.4,2.0,0.4,2,12.4,15.4,10,18,53.4,1
2020_07,raikkonen,5,0,0.0,0.0,0.0,0,14.4,17.2,11,17,61.2,0
2020_07,vettel,5,3,0.6,15.0,3.0,3,11.0,9.4,6,20,47.8,1
2020_07,leclerc,5,2,0.4,27.0,5.4,2,11.4,8.2,3,20,43.0,2
2020_07,grosjean,5,0,0.0,0.0,0.0,0,16.0,9.4,13,19,61.2,0
2020_07,latifi,5,0,0.0,0.0,0.0,0,17.6,17.6,15,19,60.2,0
2020_07,kevin_magnussen,5,1,0.2,1.0,0.2,1,15.2,12.4,10,20,49.6,2
2020_07,giovinazzi,5,0,0.0,0.0,0.0,0,15.6,18.4,14,17,61.4,0
2020_07,russell,5,0,0.0,0.0,0.0,0,16.2,15.2,12,18,61.2,0
2020_07,sainz,5,3,0.6,13.0,2.6,3,10.0,7.6,6,13,61.6,0
2020_08,gasly,5,3,0.6,12.0,2.4,3,11.0,10.0,7,20,45.6,1
2020_08,sainz,5,2,0.4,10.0,2.0,2,12.2,8.4,6,20,47.6,1
2020_08,stroll,5,5,1.0,36.0,7.2,5,6.4,5.8,4,9,56.6,0
2020_08,norris,5,4,0.8,19.0,3.8,4,8.8,8.2,5,13,56.4,0
2020_08,bottas,5,4,0.8,64.0,12.8,4,4.4,1.8,2,11,56.8,0
2020_08,ricciardo,5,3,0.6,29.0,5.8,3,8.2,8.2,4,14,56.2,0
2020_08,hamilton,5,5,1.0,120.0,24.0,5,1.2,1.2,1,2,56.8,0
2020_08,ocon,5,3,0.6,22.0,4.4,3,9.2,11.6,5,14,56.4,0
2020_08,kvyat,5,1,0.2,1.0,0.2,1,12.6,15.0,10,18,48.2,1
2020_08,perez,5,5,1.0,33.0,6.6,5,6.8,7.8,5,10,64.0,0
2020_08,latifi,5,0,0.0,0.0,0.0,0,17.4,17.8,15,19,55.2,0
2020_08,grosjean,5,0,0.0,0.0,0.0,0,16.4,12.8,15,19,56.0,0
2020_08,raikkonen,5,0,0.0,0.0,0.0,0,14.6,17.2,12,17,56.0,0
2020_08,russell,5,0,0.0,0.0,0.0,0,16.8,16.0,12,19,49.2,1
2020_08,albon,5,5,1.0,36.0,7.2,5,6.4,9.0,5,8,56.6,0
2020_08,giovinazzi,5,0,0.0,0.0,0.0,0,16.4,18.2,14,18,49.2,1
2020_08,max_verstappen,5,5,1.0,95.0,19.0,5,2.0,4.0,1,3,56.8,0
2020_08,leclerc,5,2,0.4,27.0,5.4,2,10.4,8.0,3,20,51.0,1
2020_08,kevin_magnussen,5,1,0.2,1.0,0.2,1,16.2,13.4,10,20,44.4,2
2020_08,vettel,5,3,0.6,15.0,3.0,3,9.6,10.2,6,13,56.4,0
2020_09,hamilton,5,5,1.0,101.0,20.2,5,2.4,1.2,1,7,53.4,0
2020_09,bottas,5,4,0.8,59.0,11.8,4,4.8,1.8,2,11,53.4,0
2020_09,albon,5,4,0.8,26.0,5.2,4,8.4,8.2,5,15,53.2,0
2020_09,ricciardo,5,3,0.6,33.0,6.6,3,7.8,7.4,4,14,53.0,0
2020_09,perez,5,5,1.0,26.0,5.2,5,7.6,7.4,5,10,60.4,0
2020_09,norris,5,5,1.0,31.0,6.2,5,7.0,7.8,4,10,53.2,0
2020_09,kvyat,5,2,0.4,3.0,0.6,2,12.0,13.8,9,18,45.0,1
2020_09,leclerc,5,2,0.4,27.0,5.4,2,11.8,9.4,3,20,41.8,2
2020_09,raikkonen,5,0,0.0,0.0,0.0,0,14.2,16.0,12,17,52.8,0
2020_09,vettel,5,2,0.4,7.0,1.4,2,12.4,12.6,7,20,43.8,1
2020_09,russell,5,0,0.0,0.0,0.0,0,16.0,17.4,12,19,46.0,1
2020_09,grosjean,5,0,0.0,0.0,0.0,0,15.6,16.0,12,19,52.8,0
2020_09,stroll,5,5,1.0,39.0,7.8,5,6.2,6.8,3,9,53.2,0
2020_09,ocon,5,4,0.8,26.0,5.2,4,8.0,11.2,5,13,53.2,0
2020_09,latifi,5,0,0.0,0.0,0.0,0,15.8,18.8,11,19,52.8,0
2020_09,kevin_magnussen,5,0,0.0,0.0,0.0,0,18.0,16.4,15,20,34.0,3
2020_09,giovinazzi,5,0,0.0,0.0,0.0,0,16.2,18.0,14,18,46.0,1
2020_09,sainz,5,2,0.4,26.0,5.2,2,10.8,7.2,2,20,44.4,1
2020_09,max_verstappen,5,4,0.8,77.0,15.4,4,5.0,3.6,1,17,48.8,1
2020_09,gasly,5,4,0.8,37.0,7.4,4,7.2,10.0,1,11,53.2,0
2020_10,bottas,5,5,1.0,77.0,15.4,5,3.0,1.8,2,5,54.8,0
2020_10,max_verstappen,5,3,0.6,58.0,11.6,3,8.4,3.6,1,19,38.4,2
2020_10,hamilton,5,5,1.0,102.0,20.4,5,2.4,1.2,1,7,54.8,0
2020_10,perez,5,5,1.0,28.0,5.6,5,7.4,5.4,5,10,58.0,0
2020_10,ricciardo,5,3,0.6,33.0,6.6,3,7.8,7.4,4,14,54.4,0
2020_10,leclerc,5,2,0.4,16.0,3.2,2,12.8,9.6,4,20,43.2,2
2020_10,ocon,5,3,0.6,18.0,3.6,3,9.6,11.4,5,14,44.2,1
2020_10,kvyat,5,3,0.6,9.0,1.8,3,9.8,12.4,7,12,54.6,0
2020_10,gasly,5,3,0.6,31.0,6.2,3,9.8,11.0,1,20,42.8,1
2020_10,albon,5,4,0.8,37.0,7.4,4,7.4,6.6,3,15,54.6,0
2020_10,giovinazzi,5,0,0.0,0.0,0.0,0,16.8,18.4,16,18,36.6,2
2020_10,kevin_magnussen,5,0,0.0,0.0,0.0,0,17.4,17.6,15,20,34.8,3
2020_10,vettel,5,2,0.4,7.0,1.4,2,12.4,13.4,7,20,45.2,1
2020_10,raikkonen,5,1,0.2,2.0,0.4,1,12.6,15.4,9,15,54.4,0
2020_10,norris,5,5,1.0,29.0,5.8,5,7.2,9.0,4,10,54.6,0
2020_10,latifi,5,0,0.0,0.0,0.0,0,15.8,19.0,11,19,43.6,1
2020_10,grosjean,5,0,0.0,0.0,0.0,0,14.8,15.6,12,19,54.2,0
2020_10,russell,5,0,0.0,0.0,0.0,0,15.8,17.0,11,19,47.4,1
2020_10,sainz,5,2,0.4,26.0,5.2,2,11.8,7.6,2,20,35.0,2
2020_10,stroll,5,4,0.8,37.0,7.4,4,7.0,6.8,3,13,51.2,1
2020_11,hamilton,5,5,1.0,98.0,19.6,5,2.6,1.0,1,7,55.0,0
2020_11,max_verstappen,5,3,0.6,51.0,10.2,3,8.6,3.2,2,19,38.6,2
2020_11,ricciardo,5,4,0.8,43.0,8.6,4,6.0,7.4,4,11,54.8,0
2020_11,perez,5,5,1.0,34.0,6.8,5,6.8,5.4,4,10,54.8,0
2020_11,sainz,5,2,0.4,26.0,5.2,2,13.0,6.4,2,20,24.6,3
2020_11,gasly,5,4,0.8,33.0,6.6,4,9.4,11.4,1,20,43.0,1
2020_11,leclerc,5,2,0.4,12.0,2.4,2,13.2,10.0,6,20,43.4,2
2020_11,hulkenberg,5,2,0.4,8.0,1.6,2,12.6,9.8,7,20,46.4,1
2020_11,grosjean,5,0,0.0,0.0,0.0,0,15.0,16.2,12,19,54.4,0
2020_11,giovinazzi,5,0,0.0,0.0,0.0,0,15.6,18.0,11,18,36.8,2
2020_11,vettel,5,2,0.4,7.0,1.4,2,12.6,14.0,7,20,45.2,1
2020_11,raikkonen,5,1,0.2,2.0,0.4,1,12.4,15.2,9,14,54.6,0
2020_11,kevin_magnussen,5,0,0.0,0.0,0.0,0,15.8,17.8,12,19,36.6,2
2020_11,latifi,5,0,0.0,0.0,0.0,0,15.2,19.4,11,18,43.8,1
2020_11,kvyat,5,3,0.6,12.0,2.4,3,9.4,11.4,7,12,54.8,0
2020_11,norris,5,4,0.8,27.0,5.4,4,8.4,8.6,4,15,54.6,0
2020_11,albon,5,4,0.8,28.0,5.6,4,8.4,7.8,3,15,54.8,0
2020_11,ocon,5,3,0.6,20.0,4.0,3,9.4,10.0,5,14,44.4,1
2020_11,bottas,5,5,1.0,88.0,17.6,5,2.6,2.2,1,5,55.0,0
2020_11,russell,5,0,0.0,0.0,0.0,0,15.8,16.6,11,19,47.6,1
2020_12,hamilton,5,5,1.0,98.0,19.6,5,2.6,1.2,1,7,53.8,0
2020_12,bottas,5,4,0.8,72.0,14.4,4,5.8,2.0,1,19,45.4,1
2020_12,max_verstappen,5,3,0.6,52.0,10.4,3,8.6,3.2,2,19,37.4,2
2020_12,leclerc,5,3,0.6,18.0,3.6,3,10.6,9.0,6,18,47.8,1
2020_12,gasly,5,4,0.8,39.0,7.8,4,8.8,11.8,1,20,42.0,1
2020_12,sainz,5,2,0.4,28.0,5.6,2,12.8,7.0,2,20,23.6,3
2020_12,perez,5,5,1.0,36.0,7.2,5,6.6,6.4,4,10,53.8,0
2020_12,ocon,5,3,0.6,20.0,4.0,3,10.4,8.4,5,18,35.8,2
2020_12,ricciardo,5,5,1.0,58.0,11.6,5,4.4,6.0,3,6,53.8,0
2020_12,vettel,5,1,0.2,1.0,0.2,1,13.4,14.0,10,20,44.2,1
2020_12,raikkonen,5,1,0.2,2.0,0.4,1,12.0,16.2,9,14,53.6,0
2020_12,albon,5,3,0.6,24.0,4.8,3,10.2,7.6,3,17,46.4,1
2020_12,norris,5,3,0.6,26.0,5.2,3,9.6,8.6,4,16,50.0,1
2020_12,russell,5,0,0.0,0.0,0.0,0,16.4,16.4,11,20,37.0,2
2020_12,giovinazzi,5,1,0.2,1.0,0.2,1,14.4,16.8,10,18,35.8,2
2020_12,kevin_magnussen,5,0,0.0,0.0,0.0,0,15.4,17.6,12,19,35.6,2
2020_12,grosjean,5,1,0.2,2.0,0.4,1,13.0,16.0,9,17,53.6,0
2020_12,latifi,5,0,0.0,0.0,0.0,0,14.4,19.2,11,16,43.0,1
2020_12,kvyat,5,3,0.6,12.0,2.4,3,10.0,11.6,7,15,53.8,0
2020_12,stroll,5,3,0.6,29.0,5.8,3,9.8,8.0,3,20,40.8,2
2020_13,hamilton,5,5,1.0,99.0,19.8,5,2.6,1.2,1,7,58.2,0
2020_13,bottas,5,4,0.8,72.0,14.4,4,5.8,2.0,1,19,49.8,1
2020_13,ricciardo,5,5,1.0,47.0,9.4,5,5.4,7.2,3,9,58.0,0
2020_13,kvyat,5,3,0.6,12.0,2.4,3,11.6,12.0,7,19,57.8,0
2020_13,leclerc,5,4,0.8,30.0,6.0,4,8.6,7.2,4,18,52.2,1
2020_13,perez,5,5,1.0,41.0,8.2,5,6.0,5.8,4,10,58.0,0
2020_13,sainz,5,3,0.6,36.0,7.2,3,10.0,7.0,2,19,36.6,2
2020_13,norris,5,2,0.4,20.0,4.0,2,10.8,8.2,4,16,54.2,1
2020_13,raikkonen,5,1,0.2,2.0,0.4,1,11.8,16.2,9,14,57.8,0
2020_13,giovinazzi,5,1,0.2,1.0,0.2,1,13.8,16.6,10,17,47.0,1
2020_13,latifi,5,0,0.0,0.0,0.0,0,14.8,19.4,11,18,47.0,1
2020_13,vettel,5,2,0.4,2.0,0.4,2,12.8,14.2,10,20,48.4,1
2020_13,stroll,5,2,0.4,17.0,3.4,2,13.0,9.4,3,20,38.0,3
2020_13,grosjean,5,1,0.2,2.0,0.4,1,13.4,16.2,9,17,57.8,0
2020_13,albon,5,2,0.4,16.0,3.2,2,11.4,7.8,3,17,50.6,1
2020_13,russell,5,0,0.0,0.0,0.0,0,15.4,16.2,11,20,48.2,1
2020_13,max_verstappen,5,3,0.6,52.0,10.4,3,8.6,3.2,2,19,41.8,2
2020_13,kevin_magnussen,5,0,0.0,0.0,0.0,0,15.2,17.4,12,19,39.8,2
2020_13,ocon,5,3,0.6,14.0,2.8,3,11.0,9.4,7,18,40.0,2
2020_13,gasly,5,4,0.8,45.0,9.0,4,8.2,11.2,1,20,46.2,1
2020_14,hamilton,5,5,1.0,118.0,23.6,5,1.4,1.4,1,3,60.2,0
2020_14,perez,5,5,1.0,48.0,9.6,5,5.2,7.2,4,7,60.0,0
2020_14,vettel,5,2,0.4,2.0,0.4,2,11.2,13.6,10,13,59.8,0
2020_14,leclerc,5,5,1.0,40.0,8.0,5,6.0,6.0,4,8,60.2,0
2020_14,sainz,5,3,0.6,24.0,4.8,3,11.0,8.4,5,19,38.6,2
2020_14,max_verstappen,5,3,0.6,52.0,10.4,3,8.6,2.8,2,19,45.8,2
2020_14,albon,5,2,0.4,16.0,3.2,2,11.4,7.2,3,17,52.6,1
2020_14,norris,5,2,0.4,12.0,2.4,2,11.6,8.8,6,16,56.2,1
2020_14,stroll,5,1,0.2,15.0,3.0,1,13.8,10.6,3,20,41.8,3
2020_14,ricciardo,5,5,1.0,54.0,10.8,5,4.8,6.8,3,9,60.0,0
2020_14,ocon,5,2,0.4,10.0,2.0,2,13.2,9.4,7,19,34.8,3
2020_14,kvyat,5,3,0.6,22.0,4.4,3,10.6,11.4,4,19,59.8,0
2020_14,gasly,5,3,0.6,20.0,4.0,3,12.0,10.0,5,20,37.2,2
2020_14,bottas,5,4,0.8,80.0,16.0,4,5.2,1.8,1,19,51.8,1
2020_14,raikkonen,5,2,0.4,4.0,0.8,2,11.0,17.0,9,14,59.8,0
2020_14,russell,5,0,0.0,0.0,0.0,0,15.8,15.0,11,20,47.8,2
2020_14,kevin_magnussen,5,0,0.0,0.0,0.0,0,15.0,17.8,12,18,45.8,2
2020_14,grosjean,5,1,0.2,2.0,0.4,1,13.8,16.2,9,17,59.8,0
2020_14,latifi,5,0,0.0,0.0,0.0,0,14.8,19.2,11,18,49.0,1
2020_14,giovinazzi,5,2,0.4,2.0,0.4,2,12.6,17.0,10,17,49.0,1
2020_15,hamilton,5,5,1.0,117.0,23.4,5,1.4,2.4,1,3,60.0,0
2020_15,max_verstappen,5,4,0.8,60.0,12.0,4,6.0,2.6,2,17,57.4,1
2020_15,albon,5,2,0.4,7.0,1.4,2,12.2,7.2,7,17,52.4,1
2020_15,norris,5,2,0.4,9.0,1.8,2,12.0,9.4,8,16,56.0,1
2020_15,sainz,5,4,0.8,34.0,6.8,4,8.4,9.6,5,19,49.2,1
2020_15,gasly,5,3,0.6,20.0,4.0,3,10.6,10.6,5,20,48.6,1
2020_15,ricciardo,5,5,1.0,43.0,8.6,5,6.0,6.2,3,10,59.8,0
2020_15,bottas,5,3,0.6,62.0,12.4,3,7.6,3.2,1,19,51.4,1
2020_15,ocon,5,2,0.4,10.0,2.0,2,12.6,8.8,7,19,44.8,2
2020_15,leclerc,5,5,1.0,48.0,9.6,5,5.2,7.4,4,7,60.0,0
2020_15,kvyat,5,2,0.4,16.0,3.2,2,11.6,12.2,4,19,59.4,0
2020_15,russell,5,0,0.0,0.0,0.0,0,16.8,11.4,14,20,47.4,2
2020_15,vettel,5,2,0.4,16.0,3.2,2,9.8,13.0,3,13,59.6,0
2020_15,latifi,5,0,0.0,0.0,0.0,0,15.6,15.4,11,19,55.6,1
2020_15,raikkonen,5,1,0.2,2.0,0.4,1,12.2,16.0,9,15,59.4,0
2020_15,giovinazzi,5,2,0.4,2.0,0.4,2,13.2,15.6,10,20,50.2,1
2020_15,kevin_magnussen,5,0,0.0,0.0,0.0,0,15.2,16.4,12,18,55.8,2
2020_15,perez,5,5,1.0,56.0,11.2,5,4.6,6.4,2,7,59.8,0
2020_15,stroll,5,1,0.2,2.0,0.4,1,15.0,9.2,9,20,42.8,3
2020_15,grosjean,5,1,0.2,2.0,0.4,1,15.0,16.6,9,18,57.8,1
2020_16,perez,5,4,0.8,44.0,8.8,4,7.4,6.6,2,18,59.8,1
2020_16,ocon,5,2,0.4,6.0,1.2,2,13.0,8.8,8,19,45.6,2
2020_16,stroll,5,1,0.2,2.0,0.4,1,16.2,10.6,9,20,34.8,3
2020_16,sainz,5,5,1.0,44.0,8.8,5,5.6,11.4,5,7,60.6,0
2020_16,ricciardo,5,5,1.0,39.0,7.8,5,6.4,6.4,3,10,60.6,0
2020_16,albon,5,2,0.4,21.0,4.2,2,10.8,5.0,3,17,53.2,1
2020_16,kvyat,5,1,0.2,12.0,2.4,1,12.2,12.0,4,19,60.0,0
2020_16,bottas,5,3,0.6,40.0,8.0,3,9.0,3.0,2,19,52.2,1
2020_16,russell,5,0,0.0,0.0,0.0,0,15.6,11.6,12,20,48.2,2
2020_16,norris,5,3,0.6,21.0,4.2,3,9.8,9.6,4,16,57.0,1
2020_16,gasly,5,3,0.6,26.0,5.2,3,10.0,10.4,5,20,49.4,1
2020_16,vettel,5,2,0.4,16.0,3.2,2,9.8,12.4,3,13,60.4,0
2020_16,giovinazzi,5,2,0.4,2.0,0.4,2,14.2,15.4,10,20,51.0,1
2020_16,raikkonen,5,1,0.2,2.0,0.4,1,12.4,15.6,9,15,60.2,0
2020_16,kevin_magnussen,5,0,0.0,0.0,0.0,0,16.2,16.4,13,18,56.6,2
2020_16,aitken,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2020_16,pietro_fittipaldi,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0
2020_16,latifi,5,0,0.0,0.0,0.0,0,15.2,15.4,11,19,56.4,1
2020_16,max_verstappen,5,4,0.8,61.0,12.2,4,6.0,2.8,2,17,58.2,1
2020_16,leclerc,5,5,1.0,41.0,8.2,5,6.0,7.8,4,10,60.6,0
2020_17,max_verstappen,5,3,0.6,42.0,8.4,3,9.4,2.8,2,19,46.2,2
2020_17,bottas,5,4,0.8,44.0,8.8,4,6.8,3.0,2,14,66.0,0
2020_17,hamilton,5,5,1.0,127.0,25.4,5,1.0,2.4,1,1,60.8,0
2020_17,albon,5,3,0.6,29.0,5.8,3,8.6,6.4,3,15,66.0,0
2020_17,norris,5,4,0.8,22.0,4.4,4,8.6,11.8,4,13,66.0,0
2020_17,sainz,5,5,1.0,46.0,9.2,5,5.4,11.0,4,7,66.0,0
2020_17,ricciardo,5,5,1.0,34.0,6.8,5,6.8,6.6,3,10,66.0,0
2020_17,gasly,5,2,0.4,18.0,3.6,2,11.0,9.8,5,20,54.8,1
2020_17,ocon,5,3,0.6,24.0,4.8,3,9.8,9.6,2,19,58.6,1
2020_17,stroll,5,2,0.4,17.0,3.4,2,12.8,10.2,3,20,52.2,2
2020_17,kvyat,5,2,0.4,18.0,3.6,2,10.6,10.6,4,19,65.4,0
2020_17,raikkonen,5,1,0.2,2.0,0.4,1,12.8,15.4,9,15,65.6,0
