race_id,driver_id,telemetry_races_previous_3,avg_speed_previous_3_races,max_speed_previous_3_races,avg_throttle_previous_3_races,avg_brake_previous_3_races,avg_drs_previous_3_races,drs_usage_rate_previous_3_races,avg_distance_previous_3_races
2018_13,alonso,3,210.266,226.862,0.0,0.0,0.0,0.0,62.0
2018_13,hulkenberg,3,210.82833333333335,227.049,0.0,0.0,0.0,0.0,62.666666666666664
2018_14,hamilton,3,216.22866666666667,236.264,0.0,0.0,0.0,0.0,60.333333333333336
2018_14,raikkonen,3,211.226,220.559,0.0,0.0,0.0,0.0,48.333333333333336
2018_14,bottas,3,215.883,237.231,0.0,0.0,0.0,0.0,60.333333333333336
2018_14,vettel,3,215.496,236.435,0.0,0.0,0.0,0.0,55.0
2018_14,max_verstappen,3,213.54733333333334,235.767,0.0,0.0,0.0,0.0,38.666666666666664
2018_14,ocon,3,211.62266666666665,233.298,0.0,0.0,0.0,0.0,60.0
2018_14,perez,3,211.39333333333335,233.293,0.0,0.0,0.0,0.0,60.0
2018_14,sainz,3,211.742,232.027,0.0,0.0,0.0,0.0,59.666666666666664
2018_14,stroll,3,210.1063333333333,230.717,0.0,0.0,0.0,0.0,54.666666666666664
2018_14,sirotkin,3,209.36866666666666,231.085,0.0,0.0,0.0,0.0,54.0
2018_14,leclerc,1,211.509,211.509,0.0,0.0,0.0,0.0,66.0
2018_14,vandoorne,3,211.20966666666666,231.418,0.0,0.0,0.0,0.0,53.0
2018_14,hulkenberg,2,202.71800000000002,211.351,0.0,0.0,0.0,0.0,68.0
2018_14,gasly,3,212.34433333333334,232.202,0.0,0.0,0.0,0.0,60.0
2018_14,ericsson,3,210.75699999999998,231.976,0.0,0.0,0.0,0.0,59.333333333333336
2018_14,kevin_magnussen,3,213.173,233.602,0.0,0.0,0.0,0.0,60.0
2018_14,ricciardo,3,212.77566666666667,230.812,0.0,0.0,0.0,0.0,41.666666666666664
2018_14,alonso,2,201.96800000000002,211.811,0.0,0.0,0.0,0.0,67.0
2018_14,brendon_hartley,3,211.576,231.843,0.0,0.0,0.0,0.0,59.666666666666664
2018_14,grosjean,3,212.80733333333333,232.856,0.0,0.0,0.0,0.0,60.0
2018_15,hamilton,3,227.83733333333336,252.794,0.0,0.0,0.0,0.0,55.666666666666664
2018_15,max_verstappen,3,224.32966666666667,249.432,0.0,0.0,0.0,0.0,34.0
2018_15,vettel,3,228.73733333333334,252.77,0.0,0.0,0.0,0.0,55.666666666666664
2018_15,bottas,3,227.244,251.544,0.0,0.0,0.0,0.0,55.666666666666664
2018_15,raikkonen,3,222.23333333333332,249.713,0.0,0.0,0.0,0.0,43.666666666666664
2018_15,ricciardo,3,223.76533333333336,243.369,0.0,0.0,0.0,0.0,40.333333333333336
2018_15,alonso,2,218.40800000000002,244.691,0.0,0.0,0.0,0.0,39.0
2018_15,sainz,3,224.07866666666666,249.671,0.0,0.0,0.0,0.0,55.0
2018_15,leclerc,1,248.959,248.959,0.0,0.0,0.0,0.0,52.0
2018_15,hulkenberg,2,220.0475,246.01,0.0,0.0,0.0,0.0,60.5
2018_15,ericsson,3,222.165,246.024,0.0,0.0,0.0,0.0,54.333333333333336
