race_id,driver_id,races_with_pit_data_previous_3,avg_pit_stop_time_previous_3_races,best_pit_stop_time_previous_3_races,worst_pit_stop_time_previous_3_races,total_pit_stops_previous_3_races,avg_total_pit_time_previous_3_races,avg_pit_stop_rank_previous_3_races
2018_08,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_08,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_09,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_10,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_11,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_12,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_13,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_14,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_15,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_16,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_17,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_18,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_19,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,hamilton,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,max_verstappen,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,raikkonen,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,ricciardo,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,bottas,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,vettel,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,leclerc,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,grosjean,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,kevin_magnussen,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,perez,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,brendon_hartley,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,sainz,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,gasly,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,vandoorne,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,ocon,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,sirotkin,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,alonso,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,stroll,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,hulkenberg,0,0.0,0.0,0.0,0,0.0,0.0
2018_20,ericsson,0,0.0,0.0,0.0,0,0.0,0.0
