race_id,driver_id,qualifying_position,q1_seconds,q2_seconds,q3_seconds,best_qualifying_seconds,reached_q2,reached_q3,qualifying_gap_to_pole_seconds
2018_01,hamilton,1,82.824,82.051,81.164,81.164,1,1,0.0
2018_01,raikkonen,2,83.096,82.507,81.828,81.828,1,1,0.6640000000000015
2018_01,vettel,3,83.348,81.944,81.838,81.838,1,1,0.6739999999999924
2018_01,max_verstappen,4,83.483,82.416,81.879,81.879,1,1,0.7150000000000034
2018_01,ricciardo,5,83.494,82.89699999999999,82.152,82.152,1,1,0.9879999999999995
2018_01,kevin_magnussen,6,83.90899999999999,83.3,83.187,83.187,1,1,2.022999999999996
2018_01,grosjean,7,83.67099999999999,83.468,83.339,83.339,1,1,2.174999999999997
2018_01,hulkenberg,8,83.782,83.544,83.532,83.532,1,1,2.367999999999995
2018_01,sainz,9,83.529,83.061,83.577,83.061,1,1,1.8970000000000056
2018_01,bottas,10,83.686,82.089,,82.089,1,0,0.9249999999999972
2018_01,alonso,11,83.59700000000001,83.69200000000001,,83.59700000000001,1,0,2.433000000000007
2018_01,vandoorne,12,84.07300000000001,83.85300000000001,,83.85300000000001,1,0,2.689000000000007
2018_01,perez,13,84.344,84.005,,84.005,1,0,2.840999999999994
2018_01,stroll,14,84.464,84.23,,84.23,1,0,3.0660000000000025
2018_01,ocon,15,84.503,84.786,,84.503,1,0,3.3389999999999986
2018_01,brendon_hartley,16,84.532,,,84.532,0,0,3.367999999999995
2018_01,ericsson,17,84.556,,,84.556,0,0,3.391999999999996
2018_01,leclerc,18,84.636,,,84.636,0,0,3.471999999999994
2018_01,sirotkin,19,84.922,,,84.922,0,0,3.7579999999999956
2018_01,gasly,20,85.295,,,85.295,0,0,4.131
2018_02,vettel,1,89.06,88.34100000000001,87.958,87.958,1,1,0.0
2018_02,raikkonen,2,88.951,88.515,88.101,88.101,1,1,0.14300000000000068
2018_02,bottas,3,89.275,88.794,88.124,88.124,1,1,0.16599999999999682
2018_02,hamilton,4,89.396,88.458,88.22,88.22,1,1,0.26200000000000045
2018_02,ricciardo,5,89.55199999999999,88.962,88.398,88.398,1,1,0.4399999999999977
2018_02,gasly,6,90.121,89.836,89.32900000000001,89.32900000000001,1,1,1.3710000000000093
2018_02,kevin_magnussen,7,89.594,89.623,89.358,89.358,1,1,1.4000000000000057
2018_02,hulkenberg,8,90.26,89.187,89.57,89.187,1,1,1.2289999999999992
2018_02,ocon,9,90.338,90.009,89.874,89.874,1,1,1.9159999999999968
2018_02,sainz,10,89.893,89.80199999999999,89.986,89.80199999999999,1,1,1.843999999999994
2018_02,brendon_hartley,11,90.412,90.105,,90.105,1,0,2.1470000000000056
2018_02,perez,12,90.218,90.156,,90.156,1,0,2.1980000000000075
2018_02,alonso,13,90.53,90.212,,90.212,1,0,2.254000000000005
2018_02,vandoorne,14,90.479,90.525,,90.479,1,0,2.521000000000001
2018_02,max_verstappen,15,89.374,,,89.374,0,0,1.4159999999999968
2018_02,grosjean,16,90.53,,,90.53,0,0,2.5720000000000027
2018_02,ericsson,17,91.063,,,91.063,0,0,3.105000000000004
2018_02,sirotkin,18,91.414,,,91.414,0,0,3.456000000000003
2018_02,leclerc,19,91.42,,,91.42,0,0,3.4620000000000033
2018_02,stroll,20,91.503,,,91.503,0,0,3.5450000000000017
2018_03,vettel,1,92.17099999999999,92.38499999999999,91.095,91.095,1,1,0.0
2018_03,raikkonen,2,92.47399999999999,92.286,91.182,91.182,1,1,0.0870000000000033
2018_03,bottas,3,92.92099999999999,92.063,91.625,91.625,1,1,0.5300000000000011
2018_03,hamilton,4,93.283,91.914,91.675,91.675,1,1,0.5799999999999983
2018_03,max_verstappen,5,92.932,92.809,91.79599999999999,91.79599999999999,1,1,0.7009999999999934
2018_03,ricciardo,6,93.87700000000001,92.688,91.94800000000001,91.94800000000001,1,1,0.8530000000000086
2018_03,hulkenberg,7,93.545,92.494,92.532,92.494,1,1,1.399000000000001
2018_03,perez,8,93.464,92.931,92.75800000000001,92.75800000000001,1,1,1.663000000000011
2018_03,sainz,9,93.315,92.97,92.819,92.819,1,1,1.7240000000000038
2018_03,grosjean,10,93.238,92.524,92.85499999999999,92.524,1,1,1.429000000000002
2018_03,kevin_magnussen,11,93.35900000000001,92.98599999999999,,92.98599999999999,1,0,1.8909999999999911
2018_03,ocon,12,93.58500000000001,93.057,,93.057,1,0,1.9620000000000033
2018_03,alonso,13,93.428,93.232,,93.232,1,0,2.1370000000000005
2018_03,vandoorne,14,93.824,93.505,,93.505,1,0,2.4099999999999966
2018_03,brendon_hartley,15,94.013,93.795,,93.795,1,0,2.700000000000003
2018_03,sirotkin,16,94.062,,,94.062,0,0,2.9669999999999987
2018_03,gasly,17,94.101,,,94.101,0,0,3.0060000000000002
2018_03,stroll,18,94.285,,,94.285,0,0,3.1899999999999977
2018_03,leclerc,19,94.45400000000001,,,94.45400000000001,0,0,3.359000000000009
2018_03,ericsson,20,94.914,,,94.914,0,0,3.8190000000000026
2018_04,vettel,1,102.762,103.015,101.49799999999999,101.49799999999999,1,1,0.0
2018_04,hamilton,2,102.693,102.676,101.67699999999999,101.67699999999999,1,1,0.17900000000000205
2018_04,bottas,3,103.35499999999999,102.679,101.837,101.837,1,1,0.33900000000001285
2018_04,ricciardo,4,102.857,103.482,101.911,101.911,1,1,0.4130000000000109
2018_04,max_verstappen,5,102.642,102.90100000000001,101.994,101.994,1,1,0.4960000000000093
2018_04,raikkonen,6,102.538,102.50999999999999,102.49000000000001,102.49000000000001,1,1,0.9920000000000186
2018_04,ocon,7,103.021,102.967,102.523,102.523,1,1,1.0250000000000057
2018_04,perez,8,103.99199999999999,103.366,102.547,102.547,1,1,1.0490000000000066
2018_04,hulkenberg,9,103.74600000000001,103.232,103.066,103.066,1,1,1.568000000000012
2018_04,sainz,10,103.426,103.464,103.351,103.351,1,1,1.8530000000000086
2018_04,stroll,11,104.35900000000001,103.58500000000001,,103.58500000000001,1,0,2.0870000000000175
2018_04,sirotkin,12,104.261,103.886,,103.886,1,0,2.3880000000000052
2018_04,alonso,13,104.00999999999999,104.019,,104.00999999999999,1,0,2.5120000000000005
2018_04,leclerc,14,103.75200000000001,104.074,,103.75200000000001,1,0,2.254000000000019
2018_04,kevin_magnussen,15,103.674,104.759,,103.674,1,0,2.176000000000016
2018_04,vandoorne,16,104.489,,,104.489,0,0,2.991000000000014
2018_04,gasly,17,104.49600000000001,,,104.49600000000001,0,0,2.998000000000019
2018_04,ericsson,18,105.541,,,105.541,0,0,4.043000000000006
2018_04,brendon_hartley,19,117.354,,,117.354,0,0,15.856000000000009
2018_04,grosjean,20,,,,,0,0,
2018_05,hamilton,1,77.633,77.166,76.173,76.173,1,1,0.0
2018_05,bottas,2,77.674,77.111,76.213,76.213,1,1,0.03999999999999204
2018_05,vettel,3,77.031,76.80199999999999,76.305,76.305,1,1,0.132000000000005
2018_05,raikkonen,4,77.483,77.071,76.612,76.612,1,1,0.43899999999999295
2018_05,max_verstappen,5,77.411,77.26599999999999,76.816,76.816,1,1,0.6430000000000007
2018_05,ricciardo,6,77.623,77.638,76.818,76.818,1,1,0.644999999999996
2018_05,kevin_magnussen,7,78.169,77.618,77.676,77.618,1,1,1.4449999999999932
2018_05,alonso,8,78.276,78.1,77.721,77.721,1,1,1.5480000000000018
2018_05,sainz,9,78.48,77.803,77.78999999999999,77.78999999999999,1,1,1.6169999999999902
2018_05,grosjean,10,78.305,77.699,77.83500000000001,77.699,1,1,1.5259999999999962
2018_05,vandoorne,11,78.885,78.32300000000001,,78.32300000000001,1,0,2.1500000000000057
2018_05,gasly,12,78.55,78.463,,78.463,1,0,2.289999999999992
2018_05,ocon,13,78.813,78.696,,78.696,1,0,2.522999999999996
2018_05,leclerc,14,78.661,78.91,,78.661,1,0,2.4879999999999995
2018_05,perez,15,78.74,79.098,,78.74,1,0,2.566999999999993
2018_05,hulkenberg,16,78.923,,,78.923,0,0,2.75
2018_05,ericsson,17,79.493,,,79.493,0,0,3.319999999999993
2018_05,sirotkin,18,79.695,,,79.695,0,0,3.5219999999999914
2018_05,stroll,19,80.225,,,80.225,0,0,4.0519999999999925
2018_05,brendon_hartley,20,,,,,0,0,
2018_06,ricciardo,1,72.013,71.278,70.81,70.81,1,1,0.0
2018_06,vettel,2,72.41499999999999,71.518,71.039,71.039,1,1,0.2289999999999992
2018_06,hamilton,3,72.46000000000001,71.584,71.232,71.232,1,1,0.42199999999999704
2018_06,raikkonen,4,72.639,71.391,71.266,71.266,1,1,0.45600000000000307
2018_06,bottas,5,72.434,72.002,71.441,71.441,1,1,0.6310000000000002
2018_06,ocon,6,73.028,72.188,72.061,72.061,1,1,1.2510000000000048
2018_06,alonso,7,72.657,72.269,72.11,72.11,1,1,1.2999999999999972
2018_06,sainz,8,72.95,72.286,72.13,72.13,1,1,1.3199999999999932
2018_06,perez,9,72.848,72.194,72.154,72.154,1,1,1.343999999999994
2018_06,gasly,10,72.941,72.313,72.221,72.221,1,1,1.4110000000000014
2018_06,hulkenberg,11,73.065,72.411,,72.411,1,0,1.600999999999999
2018_06,vandoorne,12,72.463,72.44,,72.44,1,0,1.6299999999999955
2018_06,sirotkin,13,72.706,72.521,,72.521,1,0,1.7109999999999985
2018_06,leclerc,14,72.82900000000001,72.714,,72.714,1,0,1.9039999999999964
2018_06,grosjean,15,72.93,72.728,,72.728,1,0,1.9179999999999922
2018_06,brendon_hartley,16,73.179,,,73.179,0,0,2.3689999999999998
2018_06,ericsson,17,73.265,,,73.265,0,0,2.4549999999999983
2018_06,stroll,18,73.32300000000001,,,73.32300000000001,0,0,2.5130000000000052
2018_06,kevin_magnussen,19,73.393,,,73.393,0,0,2.5829999999999984
2018_06,max_verstappen,20,,,,,0,0,
2018_07,vettel,1,71.71000000000001,71.524,70.764,70.764,1,1,0.0
2018_07,bottas,2,71.95,71.514,70.857,70.857,1,1,0.09300000000000352
2018_07,max_verstappen,3,72.008,71.472,70.937,70.937,1,1,0.17300000000000182
2018_07,hamilton,4,71.83500000000001,71.74,70.996,70.996,1,1,0.23199999999999932
2018_07,raikkonen,5,71.725,71.62,71.095,71.095,1,1,0.33100000000000307
2018_07,ricciardo,6,72.459,71.434,71.116,71.116,1,1,0.35200000000000387
2018_07,hulkenberg,7,72.795,71.916,71.973,71.916,1,1,1.152000000000001
2018_07,ocon,8,72.577,72.141,72.084,72.084,1,1,1.3200000000000074
2018_07,sainz,9,72.689,72.097,72.168,72.097,1,1,1.3329999999999984
2018_07,perez,10,72.702,72.395,72.67099999999999,72.395,1,1,1.6310000000000002
2018_07,kevin_magnussen,11,72.68,72.606,,72.606,1,0,1.8419999999999987
2018_07,brendon_hartley,12,72.587,72.635,,72.587,1,0,1.8230000000000075
2018_07,leclerc,13,72.945,72.661,,72.661,1,0,1.8970000000000056
2018_07,alonso,14,72.979,72.856,,72.856,1,0,2.0919999999999987
2018_07,vandoorne,15,72.998,72.865,,72.865,1,0,2.100999999999999
2018_07,gasly,16,73.047,,,73.047,0,0,2.2830000000000013
2018_07,stroll,17,73.59,,,73.59,0,0,2.8260000000000076
2018_07,sirotkin,18,73.643,,,73.643,0,0,2.879000000000005
2018_07,ericsson,19,74.593,,,74.593,0,0,3.8290000000000077
2018_07,grosjean,20,,,,,0,0,
2018_08,hamilton,1,91.271,90.645,90.029,90.029,1,1,0.0
2018_08,bottas,2,91.776,91.227,90.14699999999999,90.14699999999999,1,1,0.117999999999995
2018_08,vettel,3,91.82,90.751,90.4,90.4,1,1,0.3710000000000093
2018_08,max_verstappen,4,91.531,90.818,90.705,90.705,1,1,0.6760000000000019
2018_08,ricciardo,5,91.91,91.538,90.895,90.895,1,1,0.8659999999999997
2018_08,raikkonen,6,91.56700000000001,90.77199999999999,91.057,90.77199999999999,1,1,0.742999999999995
2018_08,sainz,7,92.394,92.01599999999999,92.126,92.01599999999999,1,1,1.9869999999999948
2018_08,leclerc,8,92.538,92.055,92.63499999999999,92.055,1,1,2.0260000000000105
2018_08,kevin_magnussen,9,92.169,91.51,92.93,91.51,1,1,1.4810000000000088
2018_08,grosjean,10,92.083,91.47200000000001,,91.47200000000001,1,0,1.443000000000012
2018_08,ocon,11,92.786,92.075,,92.075,1,0,2.0460000000000065
2018_08,hulkenberg,12,92.949,92.11500000000001,,92.11500000000001,1,0,2.0860000000000127
2018_08,perez,13,92.69200000000001,92.45400000000001,,92.45400000000001,1,0,2.4250000000000114
2018_08,gasly,14,92.447,92.46000000000001,,92.447,1,0,2.4180000000000064
2018_08,ericsson,15,92.804,92.82,,92.804,1,0,2.7750000000000057
2018_08,alonso,16,92.976,,,92.976,0,0,2.9470000000000027
2018_08,brendon_hartley,17,93.025,,,93.025,0,0,2.9960000000000093
2018_08,vandoorne,18,93.162,,,93.162,0,0,3.1330000000000098
2018_08,sirotkin,19,93.636,,,93.636,0,0,3.6069999999999993
2018_08,stroll,20,93.729,,,93.729,0,0,3.700000000000003
2018_09,bottas,1,64.175,63.756,63.13,63.13,1,1,0.0
2018_09,hamilton,2,64.08,63.577,63.149,63.149,1,1,0.01899999999999835
2018_09,vettel,3,64.347,63.544,63.464,63.464,1,1,0.3339999999999961
2018_09,raikkonen,4,64.234,63.975,63.66,63.66,1,1,0.529999999999994
2018_09,max_verstappen,5,64.273,64.001,63.84,63.84,1,1,0.7100000000000009
2018_09,grosjean,6,64.242,64.059,63.892,63.892,1,1,0.7620000000000005
2018_09,ricciardo,7,64.723,64.403,63.996,63.996,1,1,0.8659999999999997
2018_09,kevin_magnussen,8,64.46,64.291,64.051,64.051,1,1,0.9209999999999994
2018_09,sainz,9,64.94800000000001,64.561,64.725,64.561,1,1,1.4310000000000045
2018_09,hulkenberg,10,64.864,64.676,65.019,64.676,1,1,1.5459999999999994
2018_09,ocon,11,65.148,64.845,,64.845,1,0,1.7149999999999963
2018_09,gasly,12,65.011,64.874,,64.874,1,0,1.7439999999999927
2018_09,leclerc,13,64.967,64.979,,64.967,1,0,1.8369999999999962
2018_09,alonso,14,64.965,65.05799999999999,,64.965,1,0,1.8350000000000009
2018_09,stroll,15,65.264,65.286,,65.264,1,0,2.1339999999999932
2018_09,vandoorne,16,65.271,,,65.271,0,0,2.1409999999999982
2018_09,perez,17,65.279,,,65.279,0,0,2.148999999999994
2018_09,sirotkin,18,65.322,,,65.322,0,0,2.192
2018_09,brendon_hartley,19,65.366,,,65.366,0,0,2.235999999999997
2018_09,ericsson,20,65.479,,,65.479,0,0,2.3489999999999966
2018_10,hamilton,1,86.818,86.256,85.892,85.892,1,1,0.0
2018_10,vettel,2,86.58500000000001,86.372,85.936,85.936,1,1,0.04400000000001114
2018_10,raikkonen,3,87.549,86.483,85.99,85.99,1,1,0.09799999999999898
2018_10,bottas,4,87.025,86.413,86.217,86.217,1,1,0.32500000000000284
2018_10,max_verstappen,5,87.309,87.013,86.602,86.602,1,1,0.710000000000008
2018_10,ricciardo,6,87.979,87.369,87.099,87.099,1,1,1.2070000000000078
2018_10,kevin_magnussen,7,88.143,87.73,87.244,87.244,1,1,1.3520000000000039
2018_10,grosjean,8,88.086,87.52199999999999,87.455,87.455,1,1,1.5630000000000024
2018_10,leclerc,9,87.962,87.78999999999999,87.879,87.78999999999999,1,1,1.8979999999999961
2018_10,ocon,10,88.279,87.843,88.194,87.843,1,1,1.9510000000000076
2018_10,hulkenberg,11,88.017,87.901,,87.901,1,0,2.0090000000000003
2018_10,perez,12,88.21000000000001,87.928,,87.928,1,0,2.0360000000000014
2018_10,alonso,13,88.187,88.139,,88.139,1,0,2.247
2018_10,gasly,14,88.399,88.343,,88.343,1,0,2.4510000000000076
2018_10,ericsson,15,88.249,88.39099999999999,,88.249,1,0,2.3569999999999993
2018_10,sainz,16,88.456,,,88.456,0,0,2.564000000000007
2018_10,vandoorne,17,89.096,,,89.096,0,0,3.2040000000000077
2018_10,sirotkin,18,89.252,,,89.252,0,0,3.3599999999999994
2018_10,stroll,19,,,,,0,0,
2018_10,brendon_hartley,20,,,,,0,0,
2018_11,vettel,1,72.538,72.505,71.212,71.212,1,1,0.0
2018_11,bottas,2,72.962,72.152,71.416,71.416,1,1,0.20399999999999352
2018_11,raikkonen,3,72.505,72.336,71.547,71.547,1,1,0.33499999999999375
2018_11,max_verstappen,4,73.127,72.188,71.822,71.822,1,1,0.6099999999999994
2018_11,kevin_magnussen,5,73.105,72.523,72.2,72.2,1,1,0.9879999999999995
2018_11,grosjean,6,72.986,72.722,72.544,72.544,1,1,1.3319999999999936
2018_11,hulkenberg,7,73.479,72.946,72.56,72.56,1,1,1.347999999999999
2018_11,sainz,8,73.324,73.032,72.69200000000001,72.69200000000001,1,1,1.480000000000004
2018_11,leclerc,9,73.077,72.995,72.717,72.717,1,1,1.5049999999999955
2018_11,perez,10,73.42699999999999,73.072,72.774,72.774,1,1,1.5619999999999976
2018_11,alonso,11,73.614,73.657,,73.614,1,0,2.402000000000001
2018_11,sirotkin,12,73.708,73.702,,73.702,1,0,2.489999999999995
2018_11,ericsson,13,73.562,73.736,,73.562,1,0,2.3499999999999943
2018_11,hamilton,14,73.012,,,73.012,0,0,1.7999999999999972
2018_11,ricciardo,15,73.318,,,73.318,0,0,2.1059999999999945
2018_11,ocon,16,73.72,,,73.72,0,0,2.5079999999999956
2018_11,gasly,17,73.749,,,73.749,0,0,2.536999999999992
2018_11,brendon_hartley,18,74.045,,,74.045,0,0,2.8329999999999984
2018_11,stroll,19,74.206,,,74.206,0,0,2.9939999999999998
2018_11,vandoorne,20,74.401,,,74.401,0,0,3.188999999999993
2018_12,hamilton,1,77.419,91.242,95.658,77.419,1,1,0.7530000000000001
2018_12,bottas,2,77.123,92.081,95.918,77.123,1,1,0.45700000000000784
2018_12,raikkonen,3,77.526,92.762,96.186,77.526,1,1,0.8599999999999994
2018_12,vettel,4,76.666,88.636,96.21000000000001,76.666,1,1,0.0
2018_12,sainz,5,77.82900000000001,90.771,96.743,77.82900000000001,1,1,1.163000000000011
2018_12,gasly,6,78.577,91.286,97.59100000000001,78.577,1,1,1.9110000000000014
2018_12,max_verstappen,7,76.94,91.178,98.032,76.94,1,1,0.2740000000000009
2018_12,brendon_hartley,8,78.429,92.59,98.128,78.429,1,1,1.7630000000000052
2018_12,kevin_magnussen,9,78.314,92.968,99.858,78.314,1,1,1.6479999999999961
2018_12,grosjean,10,77.901,93.65,100.593,77.901,1,1,1.2349999999999994
2018_12,alonso,11,78.208,95.214,,78.208,1,0,1.5420000000000016
2018_12,ricciardo,12,78.53999999999999,96.44200000000001,,78.53999999999999,1,0,1.8739999999999952
2018_12,hulkenberg,13,77.905,96.506,,77.905,1,0,1.2390000000000043
2018_12,ericsson,14,78.64099999999999,97.075,,78.64099999999999,1,0,1.9749999999999943
2018_12,stroll,15,78.56,,,78.56,0,0,1.8940000000000055
2018_12,vandoorne,16,78.782,,,78.782,0,0,2.1159999999999997
2018_12,leclerc,17,78.81700000000001,,,78.81700000000001,0,0,2.1510000000000105
2018_12,ocon,18,79.142,,,79.142,0,0,2.475999999999999
2018_12,perez,19,79.2,,,79.2,0,0,2.534000000000006
2018_12,sirotkin,20,79.301,,,79.301,0,0,2.635000000000005
2018_13,hamilton,1,102.977,101.553,118.179,101.553,1,1,0.0519999999999925
2018_13,vettel,2,103.035,101.501,118.905,101.501,1,1,0.0
2018_13,ocon,3,104.003,103.30199999999999,121.851,103.30199999999999,1,1,1.8009999999999877
2018_13,perez,4,104.00399999999999,103.01400000000001,121.894,103.01400000000001,1,1,1.5130000000000052
2018_13,grosjean,5,103.59700000000001,103.042,122.122,103.042,1,1,1.5409999999999968
2018_13,raikkonen,6,102.58500000000001,101.533,122.671,101.533,1,1,0.031999999999996476
2018_13,max_verstappen,7,103.199,102.554,122.769,102.554,1,1,1.0529999999999973
2018_13,ricciardo,8,103.604,103.126,122.939,103.126,1,1,1.625
2018_13,kevin_magnussen,9,103.834,103.32,124.93299999999999,103.32,1,1,1.8189999999999884
2018_13,bottas,10,102.805,102.191,,102.191,1,0,0.6899999999999977
2018_13,gasly,11,104.221,103.844,,103.844,1,0,2.3429999999999893
2018_13,brendon_hartley,12,104.15299999999999,103.86500000000001,,103.86500000000001,1,0,2.3640000000000043
2018_13,leclerc,13,103.654,104.062,,103.654,1,0,2.1529999999999916
2018_13,ericsson,14,103.846,104.301,,103.846,1,0,2.344999999999999
2018_13,hulkenberg,15,104.14500000000001,,,104.14500000000001,0,0,2.6440000000000055
2018_13,sainz,16,104.489,,,104.489,0,0,2.9879999999999995
2018_13,alonso,17,104.917,,,104.917,0,0,3.415999999999997
2018_13,sirotkin,18,104.99799999999999,,,104.99799999999999,0,0,3.4969999999999857
2018_13,stroll,19,105.134,,,105.134,0,0,3.6329999999999956
2018_13,vandoorne,20,105.307,,,105.307,0,0,3.8059999999999974
2018_14,raikkonen,1,80.72200000000001,79.846,79.119,79.119,1,1,0.0
2018_14,vettel,2,80.542,79.629,79.28,79.28,1,1,0.16100000000000136
2018_14,hamilton,3,80.81,79.798,79.294,79.294,1,1,0.17499999999999716
2018_14,bottas,4,81.381,80.42699999999999,79.656,79.656,1,1,0.5370000000000061
2018_14,max_verstappen,5,81.381,80.333,80.615,80.333,1,1,1.2139999999999986
2018_14,grosjean,6,81.887,81.239,80.936,80.936,1,1,1.8170000000000073
2018_14,sainz,7,81.732,81.55199999999999,81.041,81.041,1,1,1.921999999999997
2018_14,ocon,8,81.57,81.315,81.099,81.099,1,1,1.980000000000004
2018_14,gasly,9,81.834,81.667,81.35,81.35,1,1,2.2309999999999945
2018_14,stroll,10,81.838,81.494,81.627,81.494,1,1,2.375
2018_14,kevin_magnussen,11,81.783,81.669,,81.669,1,0,2.549999999999997
2018_14,sirotkin,12,81.813,81.732,,81.732,1,0,2.6129999999999995
2018_14,alonso,13,81.85,82.568,,81.85,1,0,2.7309999999999945
2018_14,hulkenberg,14,81.801,,,81.801,0,0,2.682000000000002
2018_14,ricciardo,15,81.28,,,81.28,0,0,2.1610000000000014
2018_14,perez,16,81.888,,,81.888,0,0,2.7690000000000055
2018_14,leclerc,17,81.889,,,81.889,0,0,2.769999999999996
2018_14,brendon_hartley,18,81.934,,,81.934,0,0,2.8149999999999977
2018_14,ericsson,19,82.048,,,82.048,0,0,2.929000000000002
2018_14,vandoorne,20,82.08500000000001,,,82.08500000000001,0,0,2.966000000000008
2018_15,hamilton,1,99.40299999999999,97.344,96.015,96.015,1,1,0.0
2018_15,max_verstappen,2,98.751,97.214,96.334,96.334,1,1,0.3190000000000026
2018_15,vettel,3,98.218,97.876,96.628,96.628,1,1,0.6129999999999995
2018_15,bottas,4,99.291,97.25399999999999,96.702,96.702,1,1,0.6869999999999976
2018_15,raikkonen,5,98.53399999999999,97.194,96.794,96.794,1,1,0.7789999999999964
2018_15,ricciardo,6,98.15299999999999,97.406,96.99600000000001,96.99600000000001,1,1,0.9810000000000088
2018_15,perez,7,98.814,98.342,97.985,97.985,1,1,1.9699999999999989
2018_15,grosjean,8,98.685,98.36699999999999,98.32,98.32,1,1,2.3049999999999926
2018_15,ocon,9,98.912,98.53399999999999,98.36500000000001,98.36500000000001,1,1,2.3500000000000085
2018_15,hulkenberg,10,98.932,98.45,98.588,98.45,1,1,2.4350000000000023
2018_15,alonso,11,99.02199999999999,98.64099999999999,,98.64099999999999,1,0,2.6259999999999906
2018_15,sainz,12,99.10300000000001,98.71600000000001,,98.71600000000001,1,0,2.7010000000000076
2018_15,leclerc,13,99.206,98.747,,98.747,1,0,2.7319999999999993
2018_15,ericsson,14,99.366,99.453,,99.366,1,0,3.350999999999999
2018_15,gasly,15,99.614,99.691,,99.614,1,0,3.5990000000000038
2018_15,kevin_magnussen,16,99.644,,,99.644,0,0,3.629000000000005
2018_15,brendon_hartley,17,99.809,,,99.809,0,0,3.793999999999997
2018_15,vandoorne,18,99.864,,,99.864,0,0,3.8490000000000038
2018_15,sirotkin,19,101.263,,,101.263,0,0,5.248000000000005
2018_15,stroll,20,101.334,,,101.334,0,0,5.319000000000003
2018_16,bottas,1,92.964,92.744,91.387,91.387,1,1,0.0
2018_16,hamilton,2,92.41,92.595,91.532,91.532,1,1,0.14499999999999602
2018_16,vettel,3,93.476,93.045,91.943,91.943,1,1,0.5559999999999974
2018_16,raikkonen,4,93.34100000000001,93.065,92.237,92.237,1,1,0.8499999999999943
2018_16,kevin_magnussen,5,94.078,93.747,93.181,93.181,1,1,1.793999999999997
2018_16,ocon,6,94.28999999999999,93.596,93.413,93.413,1,1,2.0259999999999962
2018_16,leclerc,7,93.924,93.488,93.419,93.419,1,1,2.0319999999999965
2018_16,perez,8,94.084,93.923,93.563,93.563,1,1,2.176000000000002
2018_16,grosjean,9,94.02199999999999,93.517,93.70400000000001,93.517,1,1,2.1299999999999955
2018_16,ericsson,10,94.17,93.995,95.196,93.995,1,1,2.608000000000004
2018_16,max_verstappen,11,93.048,,,93.048,0,0,1.6610000000000014
2018_16,ricciardo,12,93.247,,,93.247,0,0,1.8599999999999994
2018_16,gasly,13,94.38300000000001,,,94.38300000000001,0,0,2.9960000000000093
2018_16,sainz,14,94.626,,,94.626,0,0,3.2390000000000043
2018_16,hulkenberg,15,94.655,,,94.655,0,0,3.2680000000000007
2018_16,brendon_hartley,16,95.037,,,95.037,0,0,3.6500000000000057
2018_16,alonso,17,95.50399999999999,,,95.50399999999999,0,0,4.11699999999999
2018_16,sirotkin,18,95.612,,,95.612,0,0,4.224999999999994
2018_16,vandoorne,19,95.977,,,95.977,0,0,4.590000000000003
2018_16,stroll,20,96.437,,,96.437,0,0,5.049999999999997
2018_17,hamilton,1,88.702,88.017,87.76,87.76,1,1,0.0
2018_17,bottas,2,89.297,87.987,88.059,87.987,1,1,0.22699999999998965
2018_17,max_verstappen,3,89.48,88.849,89.057,88.849,1,1,1.0889999999999986
2018_17,raikkonen,4,89.631,88.595,89.521,88.595,1,1,0.8349999999999937
2018_17,grosjean,5,89.724,89.678,89.761,89.678,1,1,1.9179999999999922
2018_17,brendon_hartley,6,90.248,89.848,90.023,89.848,1,1,2.087999999999994
2018_17,gasly,7,90.137,89.81,90.093,89.81,1,1,2.049999999999997
2018_17,ocon,8,89.899,89.538,90.126,89.538,1,1,1.7779999999999916
2018_17,vettel,9,89.049,88.279,92.19200000000001,88.279,1,1,0.5189999999999912
2018_17,perez,10,90.247,89.56700000000001,97.229,89.56700000000001,1,1,1.8070000000000022
2018_17,leclerc,11,89.706,89.864,,89.706,1,0,1.945999999999998
2018_17,kevin_magnussen,12,90.219,90.226,,90.219,1,0,2.458999999999989
2018_17,sainz,13,90.236,90.49,,90.236,1,0,2.475999999999999
2018_17,stroll,14,90.31700000000001,90.714,,90.31700000000001,1,0,2.557000000000002
2018_17,ricciardo,15,89.806,,,89.806,0,0,2.0459999999999923
2018_17,hulkenberg,16,90.361,,,90.361,0,0,2.600999999999999
2018_17,sirotkin,17,90.372,,,90.372,0,0,2.6119999999999948
2018_17,alonso,18,90.57300000000001,,,90.57300000000001,0,0,2.8130000000000024
2018_17,vandoorne,19,91.041,,,91.041,0,0,3.2809999999999917
2018_17,ericsson,20,91.213,,,91.213,0,0,3.4529999999999887
2018_18,hamilton,1,94.13,93.47999999999999,92.237,92.237,1,1,0.0
2018_18,vettel,2,94.569,93.07900000000001,92.298,92.298,1,1,0.06100000000000705
2018_18,raikkonen,3,94.703,92.884,92.307,92.307,1,1,0.07000000000000739
2018_18,bottas,4,94.518,93.702,92.616,92.616,1,1,0.3790000000000049
2018_18,ricciardo,5,94.755,94.185,93.494,93.494,1,1,1.257000000000005
2018_18,ocon,6,94.876,94.52199999999999,94.14500000000001,94.14500000000001,1,1,1.9080000000000155
2018_18,hulkenberg,7,94.932,94.564,94.215,94.215,1,1,1.9780000000000086
2018_18,grosjean,8,94.892,94.419,94.25,94.25,1,1,2.0130000000000052
