race_id,driver_id,driver_position_before_race,driver_points_before_race,driver_wins_before_race,driver_performance_score
2021_05,max_verstappen,2,80.0,1,90.0
2021_05,sainz,8,20.0,0,20.0
2021_05,norris,4,41.0,0,41.0
2021_05,perez,6,32.0,0,32.0
2021_05,vettel,20,0.0,0,0.0
2021_05,gasly,10,8.0,0,8.0
2021_05,hamilton,1,94.0,3,124.0
2021_05,stroll,12,5.0,0,5.0
2021_05,ocon,9,10.0,0,10.0
2021_05,giovinazzi,14,0.0,0,0.0
2021_05,raikkonen,18,0.0,0,0.0
2021_05,ricciardo,7,24.0,0,24.0
2021_05,alonso,11,5.0,0,5.0
2021_05,russell,19,0.0,0,0.0
2021_05,latifi,15,0.0,0,0.0
2021_05,tsunoda,13,2.0,0,2.0
2021_05,mazepin,16,0.0,0,0.0
2021_05,mick_schumacher,17,0.0,0,0.0
2021_05,bottas,3,47.0,0,47.0
2021_05,leclerc,5,40.0,0,40.0
2021_06,perez,5,44.0,0,44.0
2021_06,vettel,11,10.0,0,10.0
2021_06,gasly,9,16.0,0,16.0
2021_06,leclerc,6,40.0,0,40.0
2021_06,norris,3,56.0,0,56.0
2021_06,alonso,13,5.0,0,5.0
2021_06,tsunoda,14,2.0,0,2.0
2021_06,sainz,7,38.0,0,38.0
2021_06,ricciardo,8,24.0,0,24.0
2021_06,raikkonen,19,0.0,0,0.0
2021_06,giovinazzi,15,1.0,0,1.0
2021_06,bottas,4,47.0,0,47.0
2021_06,mick_schumacher,18,0.0,0,0.0
2021_06,mazepin,17,0.0,0,0.0
2021_06,hamilton,2,101.0,3,131.0
2021_06,latifi,16,0.0,0,0.0
2021_06,russell,20,0.0,0,0.0
2021_06,max_verstappen,1,105.0,2,125.0
2021_06,stroll,12,9.0,0,9.0
2021_06,ocon,10,12.0,0,12.0
2021_07,max_verstappen,1,105.0,2,125.0
2021_07,hamilton,2,101.0,3,131.0
2021_07,perez,3,69.0,1,79.0
2021_07,bottas,6,47.0,0,47.0
2021_07,norris,4,66.0,0,66.0
2021_07,ricciardo,10,26.0,0,26.0
2021_07,gasly,8,31.0,0,31.0
2021_07,alonso,11,13.0,0,13.0
2021_07,vettel,9,28.0,0,28.0
2021_07,stroll,13,9.0,0,9.0
2021_07,sainz,7,42.0,0,42.0
2021_07,russell,20,0.0,0,0.0
2021_07,tsunoda,14,8.0,0,8.0
2021_07,ocon,12,12.0,0,12.0
2021_07,giovinazzi,15,1.0,0,1.0
2021_07,leclerc,5,52.0,0,52.0
2021_07,raikkonen,16,1.0,0,1.0
2021_07,latifi,17,0.0,0,0.0
2021_07,mick_schumacher,19,0.0,0,0.0
2021_07,mazepin,18,0.0,0,0.0
2021_08,max_verstappen,1,131.0,3,161.0
2021_08,hamilton,2,119.0,3,149.0
2021_08,bottas,5,59.0,0,59.0
2021_08,perez,3,84.0,1,94.0
2021_08,norris,4,76.0,0,76.0
2021_08,sainz,7,42.0,0,42.0
2021_08,leclerc,6,52.0,0,52.0
2021_08,stroll,13,10.0,0,10.0
2021_08,alonso,11,17.0,0,17.0
2021_08,tsunoda,14,8.0,0,8.0
2021_08,raikkonen,16,1.0,0,1.0
2021_08,vettel,10,30.0,0,30.0
2021_08,ricciardo,9,34.0,0,34.0
2021_08,ocon,12,12.0,0,12.0
2021_08,giovinazzi,15,1.0,0,1.0
2021_08,mick_schumacher,19,0.0,0,0.0
2021_08,latifi,17,0.0,0,0.0
2021_08,mazepin,18,0.0,0,0.0
2021_08,russell,20,0.0,0,0.0
2021_08,gasly,8,37.0,0,37.0
2021_09,max_verstappen,1,156.0,4,196.0
2021_09,bottas,5,74.0,0,74.0
2021_09,norris,4,86.0,0,86.0
2021_09,hamilton,2,138.0,3,168.0
2021_09,sainz,7,50.0,0,50.0
2021_09,perez,3,96.0,1,106.0
2021_09,ricciardo,9,34.0,0,34.0
2021_09,leclerc,6,58.0,0,58.0
2021_09,gasly,8,37.0,0,37.0
2021_09,alonso,11,19.0,0,19.0
2021_09,russell,20,0.0,0,0.0
2021_09,tsunoda,14,9.0,0,9.0
2021_09,stroll,12,14.0,0,14.0
2021_09,giovinazzi,15,1.0,0,1.0
2021_09,raikkonen,16,1.0,0,1.0
2021_09,latifi,17,0.0,0,0.0
2021_09,vettel,10,30.0,0,30.0
2021_09,mick_schumacher,19,0.0,0,0.0
2021_09,mazepin,18,0.0,0,0.0
2021_09,ocon,13,12.0,0,12.0
2021_10,hamilton,2,150.0,3,180.0
2021_10,leclerc,6,62.0,0,62.0
2021_10,bottas,5,92.0,0,92.0
2021_10,norris,4,101.0,0,101.0
2021_10,ricciardo,8,40.0,0,40.0
2021_10,sainz,7,60.0,0,60.0
2021_10,alonso,11,20.0,0,20.0
2021_10,stroll,12,14.0,0,14.0
2021_10,ocon,13,12.0,0,12.0
2021_10,tsunoda,14,9.0,0,9.0
2021_10,gasly,9,39.0,0,39.0
2021_10,russell,20,0.0,0,0.0
2021_10,giovinazzi,15,1.0,0,1.0
2021_10,latifi,17,0.0,0,0.0
2021_10,raikkonen,16,1.0,0,1.0
2021_10,perez,3,104.0,1,114.0
2021_10,mazepin,18,0.0,0,0.0
2021_10,mick_schumacher,19,0.0,0,0.0
2021_10,vettel,10,30.0,0,30.0
2021_10,max_verstappen,1,182.0,5,232.0
2021_11,ocon,13,14.0,0,14.0
2021_11,hamilton,2,175.0,4,215.0
2021_11,sainz,7,68.0,0,68.0
2021_11,alonso,11,26.0,0,26.0
2021_11,gasly,9,39.0,0,39.0
2021_11,tsunoda,14,10.0,0,10.0
2021_11,latifi,17,0.0,0,0.0
2021_11,russell,20,0.0,0,0.0
2021_11,max_verstappen,1,182.0,5,232.0
2021_11,raikkonen,16,1.0,0,1.0
2021_11,ricciardo,8,50.0,0,50.0
2021_11,mick_schumacher,19,0.0,0,0.0
2021_11,giovinazzi,15,1.0,0,1.0
2021_11,mazepin,18,0.0,0,0.0
2021_11,norris,3,113.0,0,113.0
2021_11,bottas,4,107.0,0,107.0
2021_11,perez,5,104.0,1,114.0
2021_11,leclerc,6,80.0,0,80.0
2021_11,stroll,12,18.0,0,18.0
2021_11,vettel,10,30.0,0,30.0
2021_12,max_verstappen,2,184.0,5,234.0
2021_12,russell,16,4.0,0,4.0
2021_12,hamilton,1,193.0,4,233.0
2021_12,ricciardo,9,50.0,0,50.0
2021_12,vettel,12,30.0,0,30.0
2021_12,gasly,8,50.0,0,50.0
2021_12,ocon,10,39.0,1,49.0
2021_12,leclerc,7,80.0,0,80.0
2021_12,latifi,15,6.0,0,6.0
2021_12,sainz,6,83.0,0,83.0
2021_12,alonso,11,38.0,0,38.0
2021_12,bottas,4,107.0,0,107.0
2021_12,giovinazzi,18,1.0,0,1.0
2021_12,norris,3,113.0,0,113.0
2021_12,tsunoda,14,18.0,0,18.0
2021_12,mick_schumacher,20,0.0,0,0.0
2021_12,mazepin,19,0.0,0,0.0
2021_12,raikkonen,17,2.0,0,2.0
2021_12,perez,5,104.0,1,114.0
2021_12,stroll,13,18.0,0,18.0
2021_13,max_verstappen,2,196.5,6,256.5
2021_13,hamilton,1,200.5,4,240.5
2021_13,bottas,4,107.0,0,107.0
2021_13,gasly,9,54.0,0,54.0
2021_13,leclerc,7,82.0,0,82.0
2021_13,alonso,11,38.0,0,38.0
2021_13,sainz,6,83.5,0,83.5
2021_13,perez,5,104.0,1,114.0
2021_13,ocon,10,42.0,1,52.0
2021_13,norris,3,113.0,0,113.0
2021_13,ricciardo,8,56.0,0,56.0
2021_13,stroll,13,18.0,0,18.0
2021_13,vettel,12,35.0,0,35.0
2021_13,giovinazzi,18,1.0,0,1.0
2021_13,kubica,19,0.0,0,0.0
2021_13,latifi,16,7.0,0,7.0
2021_13,russell,15,13.0,0,13.0
2021_13,mick_schumacher,21,0.0,0,0.0
2021_13,tsunoda,14,18.0,0,18.0
2021_13,mazepin,20,0.0,0,0.0
2021_14,ricciardo,9,56.0,0,56.0
2021_14,norris,4,114.0,0,114.0
2021_14,bottas,3,122.0,0,122.0
2021_14,leclerc,6,92.0,0,92.0
2021_14,perez,5,108.0,1,118.0
2021_14,sainz,7,89.5,0,89.5
2021_14,stroll,13,18.0,0,18.0
2021_14,alonso,10,46.0,0,46.0
2021_14,russell,15,13.0,0,13.0
2021_14,ocon,11,44.0,1,54.0
2021_14,latifi,16,7.0,0,7.0
2021_14,vettel,12,35.0,0,35.0
2021_14,giovinazzi,18,1.0,0,1.0
2021_14,kubica,19,0.0,0,0.0
2021_14,mick_schumacher,21,0.0,0,0.0
2021_14,mazepin,20,0.0,0,0.0
2021_14,hamilton,2,219.5,4,259.5
2021_14,max_verstappen,1,221.5,7,291.5
2021_14,gasly,8,66.0,0,66.0
2021_14,tsunoda,14,18.0,0,18.0
2021_15,hamilton,2,219.5,4,259.5
2021_15,max_verstappen,1,221.5,7,291.5
2021_15,sainz,7,97.5,0,97.5
2021_15,ricciardo,8,82.0,1,92.0
2021_15,bottas,3,137.0,0,137.0
2021_15,alonso,10,50.0,0,50.0
2021_15,norris,4,132.0,0,132.0
2021_15,raikkonen,17,2.0,0,2.0
2021_15,perez,5,118.0,1,128.0
2021_15,russell,15,15.0,0,15.0
2021_15,stroll,13,24.0,0,24.0
2021_15,vettel,12,35.0,0,35.0
2021_15,gasly,9,66.0,0,66.0
2021_15,ocon,11,45.0,1,55.0
2021_15,leclerc,6,104.0,0,104.0
2021_15,giovinazzi,18,1.0,0,1.0
2021_15,tsunoda,14,18.0,0,18.0
2021_15,mazepin,20,0.0,0,0.0
2021_15,latifi,16,7.0,0,7.0
2021_15,mick_schumacher,21,0.0,0,0.0
2021_16,bottas,3,147.0,0,147.0
2021_16,max_verstappen,2,239.5,7,309.5
2021_16,perez,5,120.0,1,130.0
2021_16,leclerc,7,104.0,0,104.0
2021_16,hamilton,1,244.5,5,294.5
2021_16,gasly,9,66.0,0,66.0
2021_16,norris,4,139.0,0,139.0
2021_16,sainz,6,112.5,0,112.5
2021_16,stroll,13,24.0,0,24.0
2021_16,ocon,11,45.0,1,55.0
2021_16,giovinazzi,18,1.0,0,1.0
2021_16,raikkonen,17,6.0,0,6.0
2021_16,ricciardo,8,94.0,1,104.0
2021_16,tsunoda,14,18.0,0,18.0
2021_16,russell,15,16.0,0,16.0
2021_16,alonso,10,58.0,0,58.0
2021_16,latifi,16,7.0,0,7.0
2021_16,vettel,12,35.0,0,35.0
2021_16,mick_schumacher,21,0.0,0,0.0
2021_16,mazepin,20,0.0,0,0.0
2021_17,max_verstappen,1,257.5,7,327.5
2021_17,hamilton,2,254.5,5,304.5
2021_17,perez,5,135.0,1,145.0
2021_17,leclerc,7,116.0,0,116.0
2021_17,ricciardo,8,94.0,1,104.0
2021_17,bottas,3,173.0,1,183.0
2021_17,sainz,6,116.5,0,116.5
2021_17,norris,4,145.0,0,145.0
2021_17,tsunoda,14,18.0,0,18.0
2021_17,vettel,12,35.0,0,35.0
2021_17,giovinazzi,18,1.0,0,1.0
2021_17,stroll,13,26.0,0,26.0
2021_17,raikkonen,17,6.0,0,6.0
2021_17,russell,15,16.0,0,16.0
2021_17,latifi,16,7.0,0,7.0
2021_17,mick_schumacher,21,0.0,0,0.0
2021_17,mazepin,20,0.0,0,0.0
2021_17,alonso,10,58.0,0,58.0
2021_17,ocon,11,46.0,1,56.0
2021_17,gasly,9,74.0,0,74.0
2021_18,max_verstappen,1,282.5,8,362.5
2021_18,hamilton,2,273.5,5,323.5
2021_18,perez,4,150.0,1,160.0
2021_18,gasly,9,74.0,0,74.0
2021_18,leclerc,6,128.0,0,128.0
2021_18,sainz,7,122.5,0,122.5
2021_18,vettel,12,36.0,0,36.0
2021_18,raikkonen,17,6.0,0,6.0
2021_18,alonso,10,58.0,0,58.0
2021_18,norris,5,149.0,0,149.0
2021_18,giovinazzi,18,1.0,0,1.0
2021_18,ricciardo,8,104.0,1,114.0
2021_18,ocon,11,46.0,1,56.0
2021_18,stroll,13,26.0,0,26.0
2021_18,bottas,3,181.0,1,191.0
2021_18,russell,15,16.0,0,16.0
2021_18,latifi,16,7.0,0,7.0
2021_18,mazepin,20,0.0,0,0.0
2021_18,mick_schumacher,21,0.0,0,0.0
2021_18,tsunoda,14,20.0,0,20.0
2021_19,hamilton,2,291.5,5,341.5
2021_19,max_verstappen,1,307.5,9,397.5
2021_19,bottas,3,181.0,1,191.0
2021_19,perez,4,165.0,1,175.0
2021_19,leclerc,6,138.0,0,138.0
2021_19,sainz,7,130.5,0,130.5
2021_19,gasly,9,86.0,0,86.0
2021_19,ocon,11,46.0,1,56.0
2021_19,alonso,10,60.0,0,60.0
2021_19,norris,5,150.0,0,150.0
2021_19,vettel,12,42.0,0,42.0
2021_19,raikkonen,16,10.0,0,10.0
2021_19,russell,15,16.0,0,16.0
2021_19,giovinazzi,18,1.0,0,1.0
2021_19,tsunoda,14,20.0,0,20.0
2021_19,latifi,17,7.0,0,7.0
2021_19,mazepin,20,0.0,0,0.0
2021_19,mick_schumacher,21,0.0,0,0.0
2021_19,ricciardo,8,104.0,1,114.0
2021_19,stroll,13,26.0,0,26.0
2021_20,hamilton,2,316.5,6,376.5
2021_20,max_verstappen,1,325.5,9,415.5
2021_20,alonso,10,62.0,0,62.0
2021_20,perez,4,178.0,1,188.0
2021_20,ocon,11,50.0,1,60.0
2021_20,stroll,13,26.0,0,26.0
2021_20,sainz,7,138.5,0,138.5
2021_20,leclerc,6,148.0,0,148.0
2021_20,norris,5,151.0,0,151.0
2021_20,vettel,12,42.0,0,42.0
2021_20,gasly,9,92.0,0,92.0
2021_20,ricciardo,8,104.0,1,114.0
2021_20,tsunoda,14,20.0,0,20.0
2021_20,raikkonen,16,10.0,0,10.0
2021_20,giovinazzi,18,1.0,0,1.0
2021_20,mick_schumacher,21,0.0,0,0.0
2021_20,russell,15,16.0,0,16.0
2021_20,mazepin,20,0.0,0,0.0
2021_20,latifi,17,7.0,0,7.0
2021_20,bottas,3,196.0,1,206.0
2021_21,hamilton,2,341.5,7,411.5
2021_21,max_verstappen,1,344.5,9,434.5
2021_21,bottas,3,196.0,1,206.0
2021_21,ocon,11,60.0,1,70.0
2021_21,ricciardo,8,104.0,1,114.0
2021_21,gasly,9,92.0,0,92.0
2021_21,leclerc,6,152.0,0,152.0
2021_21,sainz,7,144.5,0,144.5
2021_21,giovinazzi,18,1.0,0,1.0
2021_21,norris,5,153.0,0,153.0
2021_21,stroll,13,34.0,0,34.0
2021_21,latifi,17,7.0,0,7.0
2021_21,alonso,10,77.0,0,77.0
2021_21,tsunoda,14,20.0,0,20.0
2021_21,raikkonen,16,10.0,0,10.0
2021_21,vettel,12,43.0,0,43.0
2021_21,perez,4,190.0,1,200.0
2021_21,mazepin,20,0.0,0,0.0
2021_21,russell,15,16.0,0,16.0
2021_21,mick_schumacher,21,0.0,0,0.0
2021_22,max_verstappen,2,362.5,9,452.5
2021_22,hamilton,1,367.5,8,447.5
2021_22,sainz,7,148.5,0,148.5
2021_22,tsunoda,14,20.0,0,20.0
2021_22,gasly,9,100.0,0,100.0
2021_22,bottas,3,211.0,1,221.0
2021_22,norris,6,154.0,0,154.0
2021_22,alonso,10,77.0,0,77.0
2021_22,ocon,11,72.0,1,82.0
2021_22,leclerc,5,158.0,0,158.0
2021_22,vettel,12,43.0,0,43.0
2021_22,ricciardo,8,114.0,1,124.0
2021_22,stroll,13,34.0,0,34.0
2021_22,mick_schumacher,21,0.0,0,0.0
2021_22,perez,4,190.0,1,200.0
2021_22,latifi,17,7.0,0,7.0
2021_22,giovinazzi,18,3.0,0,3.0
2021_22,russell,15,16.0,0,16.0
2021_22,raikkonen,16,10.0,0,10.0
2021_22,mazepin,20,0.0,0,0.0
2022_01,leclerc,0,0.0,0,0.0
2022_01,sainz,0,0.0,0,0.0
2022_01,hamilton,0,0.0,0,0.0
2022_01,russell,0,0.0,0,0.0
2022_01,kevin_magnussen,0,0.0,0,0.0
2022_01,bottas,0,0.0,0,0.0
2022_01,ocon,0,0.0,0,0.0
2022_01,tsunoda,0,0.0,0,0.0
2022_01,alonso,0,0.0,0,0.0
2022_01,zhou,0,0.0,0,0.0
2022_01,mick_schumacher,0,0.0,0,0.0
2022_01,stroll,0,0.0,0,0.0
2022_01,albon,0,0.0,0,0.0
2022_01,ricciardo,0,0.0,0,0.0
2022_01,norris,0,0.0,0,0.0
2022_01,latifi,0,0.0,0,0.0
2022_01,hulkenberg,0,0.0,0,0.0
2022_01,perez,0,0.0,0,0.0
2022_01,max_verstappen,0,0.0,0,0.0
2022_01,gasly,0,0.0,0,0.0
2022_02,max_verstappen,15,0.0,0,0.0
2022_02,leclerc,1,26.0,1,36.0
2022_02,sainz,2,18.0,0,18.0
2022_02,perez,18,0.0,0,0.0
2022_02,russell,4,12.0,0,12.0
2022_02,ocon,7,6.0,0,6.0
2022_02,norris,17,0.0,0,0.0
2022_02,gasly,12,0.0,0,0.0
2022_02,kevin_magnussen,5,10.0,0,10.0
2022_02,hamilton,3,15.0,0,15.0
2022_02,zhou,10,1.0,0,1.0
2022_02,hulkenberg,13,0.0,0,0.0
2022_02,stroll,20,0.0,0,0.0
2022_02,albon,11,0.0,0,0.0
2022_02,bottas,6,8.0,0,8.0
2022_02,alonso,9,2.0,0,2.0
2022_02,ricciardo,19,0.0,0,0.0
2022_02,latifi,14,0.0,0,0.0
2022_02,tsunoda,8,4.0,0,4.0
2022_02,mick_schumacher,16,0.0,0,0.0
2022_03,leclerc,1,45.0,1,55.0
2022_03,perez,8,12.0,0,12.0
2022_03,russell,4,22.0,0,22.0
2022_03,hamilton,5,16.0,0,16.0
2022_03,norris,10,6.0,0,6.0
2022_03,ricciardo,19,0.0,0,0.0
2022_03,ocon,6,14.0,0,14.0
2022_03,bottas,9,8.0,0,8.0
2022_03,gasly,11,4.0,0,4.0
2022_03,albon,15,0.0,0,0.0
2022_03,zhou,14,1.0,0,1.0
2022_03,stroll,20,0.0,0,0.0
2022_03,mick_schumacher,18,0.0,0,0.0
2022_03,kevin_magnussen,7,12.0,0,12.0
2022_03,tsunoda,12,4.0,0,4.0
2022_03,latifi,17,0.0,0,0.0
2022_03,alonso,13,2.0,0,2.0
2022_03,max_verstappen,3,25.0,1,35.0
2022_03,vettel,21,0.0,0,0.0
2022_03,sainz,2,33.0,0,33.0
2022_04,max_verstappen,6,25.0,1,35.0
2022_04,perez,4,30.0,0,30.0
2022_04,norris,8,16.0,0,16.0
2022_04,russell,2,37.0,0,37.0
2022_04,bottas,9,12.0,0,12.0
2022_04,leclerc,1,71.0,2,91.0
2022_04,tsunoda,13,4.0,0,4.0
2022_04,vettel,21,0.0,0,0.0
2022_04,kevin_magnussen,10,12.0,0,12.0
2022_04,stroll,20,0.0,0,0.0
2022_04,albon,15,1.0,0,1.0
2022_04,gasly,12,6.0,0,6.0
2022_04,hamilton,5,28.0,0,28.0
2022_04,ocon,7,20.0,0,20.0
2022_04,zhou,16,1.0,0,1.0
2022_04,latifi,18,0.0,0,0.0
2022_04,mick_schumacher,19,0.0,0,0.0
2022_04,ricciardo,11,8.0,0,8.0
2022_04,alonso,14,2.0,0,2.0
2022_04,sainz,3,33.0,0,33.0
2022_05,max_verstappen,2,51.0,2,71.0
2022_05,leclerc,1,79.0,2,99.0
2022_05,sainz,5,33.0,0,33.0
2022_05,perez,4,48.0,0,48.0
2022_05,russell,3,49.0,0,49.0
2022_05,hamilton,7,28.0,0,28.0
2022_05,bottas,8,22.0,0,22.0
2022_05,ocon,9,20.0,0,20.0
2022_05,albon,16,1.0,0,1.0
2022_05,stroll,17,1.0,0,1.0
2022_05,alonso,15,2.0,0,2.0
2022_05,tsunoda,11,10.0,0,10.0
2022_05,ricciardo,12,8.0,0,8.0
2022_05,latifi,20,0.0,0,0.0
2022_05,mick_schumacher,21,0.0,0,0.0
2022_05,kevin_magnussen,10,14.0,0,14.0
2022_05,vettel,14,4.0,0,4.0
2022_05,gasly,13,6.0,0,6.0
2022_05,norris,6,31.0,0,31.0
2022_05,zhou,18,1.0,0,1.0
2022_06,max_verstappen,2,77.0,3,107.0
2022_06,perez,3,60.0,0,60.0
2022_06,russell,4,59.0,0,59.0
2022_06,sainz,5,48.0,0,48.0
2022_06,hamilton,6,36.0,0,36.0
2022_06,bottas,8,28.0,0,28.0
2022_06,ocon,9,24.0,0,24.0
2022_06,norris,7,31.0,0,31.0
2022_06,alonso,16,2.0,0,2.0
2022_06,tsunoda,11,10.0,0,10.0
2022_06,vettel,14,4.0,0,4.0
2022_06,ricciardo,12,8.0,0,8.0
2022_06,gasly,13,6.0,0,6.0
2022_06,mick_schumacher,21,0.0,0,0.0
2022_06,stroll,17,2.0,0,2.0
2022_06,latifi,20,0.0,0,0.0
2022_06,kevin_magnussen,10,14.0,0,14.0
2022_06,albon,15,3.0,0,3.0
2022_06,zhou,18,1.0,0,1.0
2022_06,leclerc,1,97.0,2,117.0
2022_07,perez,3,79.0,0,79.0
2022_07,sainz,5,60.0,0,60.0
2022_07,max_verstappen,1,102.0,4,142.0
2022_07,leclerc,2,97.0,2,117.0
2022_07,russell,4,74.0,0,74.0
2022_07,norris,8,35.0,0,35.0
2022_07,alonso,14,4.0,0,4.0
2022_07,hamilton,6,46.0,0,46.0
2022_07,bottas,7,36.0,0,36.0
2022_07,vettel,15,4.0,0,4.0
2022_07,gasly,13,6.0,0,6.0
2022_07,ocon,9,30.0,0,30.0
2022_07,ricciardo,12,8.0,0,8.0
2022_07,stroll,17,2.0,0,2.0
2022_07,latifi,20,0.0,0,0.0
2022_07,zhou,18,1.0,0,1.0
2022_07,tsunoda,11,11.0,0,11.0
2022_07,albon,16,3.0,0,3.0
2022_07,mick_schumacher,21,0.0,0,0.0
2022_07,kevin_magnussen,10,14.0,0,14.0
2022_08,max_verstappen,1,117.0,4,157.0
2022_08,perez,3,104.0,1,114.0
2022_08,russell,4,84.0,0,84.0
2022_08,hamilton,6,50.0,0,50.0
2022_08,gasly,14,6.0,0,6.0
2022_08,vettel,15,5.0,0,5.0
2022_08,alonso,12,10.0,0,10.0
2022_08,ricciardo,13,8.0,0,8.0
2022_08,norris,7,44.0,0,44.0
2022_08,ocon,9,30.0,0,30.0
2022_08,bottas,8,38.0,0,38.0
2022_08,albon,16,3.0,0,3.0
2022_08,tsunoda,11,11.0,0,11.0
2022_08,mick_schumacher,21,0.0,0,0.0
2022_08,latifi,20,0.0,0,0.0
2022_08,stroll,17,2.0,0,2.0
2022_08,kevin_magnussen,10,14.0,0,14.0
2022_08,zhou,18,1.0,0,1.0
2022_08,leclerc,2,109.0,2,129.0
2022_08,sainz,5,78.0,0,78.0
2022_09,max_verstappen,1,142.0,5,192.0
2022_09,sainz,5,78.0,0,78.0
2022_09,hamilton,6,62.0,0,62.0
2022_09,russell,4,99.0,0,99.0
2022_09,leclerc,3,109.0,2,129.0
2022_09,ocon,9,31.0,0,31.0
2022_09,bottas,8,38.0,0,38.0
2022_09,zhou,18,1.0,0,1.0
2022_09,alonso,10,16.0,0,16.0
2022_09,stroll,17,2.0,0,2.0
2022_09,ricciardo,14,12.0,0,12.0
2022_09,vettel,13,13.0,0,13.0
2022_09,albon,16,3.0,0,3.0
2022_09,gasly,11,16.0,0,16.0
2022_09,norris,7,46.0,0,46.0
2022_09,latifi,20,0.0,0,0.0
2022_09,kevin_magnussen,12,14.0,0,14.0
2022_09,tsunoda,15,11.0,0,11.0
2022_09,mick_schumacher,21,0.0,0,0.0
2022_09,perez,2,123.0,1,133.0
2022_10,sainz,5,97.0,0,97.0
2022_10,perez,2,123.0,1,133.0
2022_10,hamilton,6,77.0,0,77.0
2022_10,leclerc,3,119.0,2,139.0
2022_10,alonso,10,18.0,0,18.0
2022_10,norris,7,46.0,0,46.0
2022_10,max_verstappen,1,167.0,6,227.0
2022_10,mick_schumacher,21,0.0,0,0.0
2022_10,vettel,13,13.0,0,13.0
2022_10,kevin_magnussen,12,14.0,0,14.0
2022_10,stroll,18,3.0,0,3.0
2022_10,latifi,20,0.0,0,0.0
2022_10,ricciardo,14,12.0,0,12.0
2022_10,tsunoda,15,11.0,0,11.0
2022_10,ocon,9,39.0,0,39.0
2022_10,gasly,11,16.0,0,16.0
2022_10,bottas,8,44.0,0,44.0
2022_10,russell,4,111.0,0,111.0
2022_10,zhou,16,5.0,0,5.0
2022_10,albon,17,3.0,0,3.0
2022_11,leclerc,3,131.0,2,151.0
2022_11,max_verstappen,1,173.0,6,233.0
2022_11,hamilton,6,93.0,0,93.0
2022_11,russell,5,111.0,0,111.0
2022_11,ocon,9,39.0,0,39.0
2022_11,mick_schumacher,17,4.0,0,4.0
2022_11,norris,7,54.0,0,54.0
2022_11,kevin_magnussen,12,15.0,0,15.0
2022_11,ricciardo,14,12.0,0,12.0
2022_11,alonso,10,28.0,0,28.0
2022_11,bottas,8,44.0,0,44.0
2022_11,albon,18,3.0,0,3.0
2022_11,stroll,19,3.0,0,3.0
2022_11,zhou,16,5.0,0,5.0
2022_11,gasly,11,16.0,0,16.0
2022_11,tsunoda,15,11.0,0,11.0
2022_11,vettel,13,15.0,0,15.0
2022_11,sainz,4,122.0,1,132.0
2022_11,latifi,21,0.0,0,0.0
2022_11,perez,2,141.0,1,151.0
2022_12,max_verstappen,1,192.0,6,252.0
2022_12,hamilton,6,108.0,0,108.0
2022_12,russell,4,123.0,0,123.0
2022_12,perez,3,141.0,1,151.0
2022_12,sainz,5,122.0,1,132.0
2022_12,alonso,10,29.0,0,29.0
2022_12,norris,7,60.0,0,60.0
2022_12,ocon,8,49.0,0,49.0
2022_12,ricciardo,14,14.0,0,14.0
2022_12,stroll,19,3.0,0,3.0
2022_12,vettel,13,15.0,0,15.0
2022_12,gasly,12,16.0,0,16.0
2022_12,albon,18,3.0,0,3.0
2022_12,bottas,9,44.0,0,44.0
2022_12,mick_schumacher,15,12.0,0,12.0
2022_12,zhou,17,5.0,0,5.0
2022_12,latifi,21,0.0,0,0.0
2022_12,kevin_magnussen,11,19.0,0,19.0
2022_12,leclerc,2,156.0,3,186.0
2022_12,tsunoda,16,11.0,0,11.0
2022_13,max_verstappen,1,217.0,7,287.0
2022_13,hamilton,6,126.0,0,126.0
2022_13,russell,4,138.0,0,138.0
2022_13,sainz,5,133.0,1,143.0
2022_13,perez,3,153.0,1,163.0
2022_13,leclerc,2,156.0,3,186.0
2022_13,norris,7,66.0,0,66.0
2022_13,alonso,10,37.0,0,37.0
2022_13,ocon,8,53.0,0,53.0
2022_13,vettel,14,15.0,0,15.0
2022_13,stroll,18,4.0,0,4.0
2022_13,gasly,12,16.0,0,16.0
2022_13,zhou,17,5.0,0,5.0
2022_13,mick_schumacher,15,12.0,0,12.0
2022_13,ricciardo,13,16.0,0,16.0
2022_13,kevin_magnussen,11,19.0,0,19.0
2022_13,albon,19,3.0,0,3.0
2022_13,latifi,21,0.0,0,0.0
2022_13,tsunoda,16,11.0,0,11.0
2022_13,bottas,9,44.0,0,44.0
2022_14,max_verstappen,1,242.0,8,322.0
2022_14,perez,3,163.0,1,173.0
2022_14,sainz,5,145.0,1,155.0
2022_14,russell,4,153.0,0,153.0
2022_14,alonso,10,41.0,0,41.0
2022_14,leclerc,2,164.0,3,194.0
2022_14,ocon,8,55.0,0,55.0
2022_14,vettel,14,16.0,0,16.0
2022_14,gasly,12,16.0,0,16.0
2022_14,albon,19,3.0,0,3.0
2022_14,stroll,18,4.0,0,4.0
2022_14,norris,7,72.0,0,72.0
2022_14,tsunoda,16,11.0,0,11.0
2022_14,zhou,17,5.0,0,5.0
2022_14,ricciardo,13,16.0,0,16.0
2022_14,kevin_magnussen,11,19.0,0,19.0
2022_14,mick_schumacher,15,12.0,0,12.0
2022_14,latifi,21,0.0,0,0.0
2022_14,bottas,9,44.0,0,44.0
2022_14,hamilton,6,145.0,0,145.0
2022_15,max_verstappen,1,268.0,9,358.0
